id,name,artist_credit,platform,type,first_release_date_year
1635383,"Jazz at Berlin Philharmonic V: Lost Hero - Tears for EsbjÃ¶rn",1626873,Live,Album,2016
834918,"The Classical Conspiracy: Live in Miskolc, Hungary",107173,Live,Album,2009
1199836,Skyfall,497084,Soundtrack,Single,2012
1481168,"Nope Is Dope, Volume 9",1298824,Compilation,Album,2011
1481168,"Nope Is Dope, Volume 9",1298824,DJ-mix,Album,2011
1481178,"Nope Is Dope, Volume 5",1298824,Compilation,Album,2009
1481178,"Nope Is Dope, Volume 5",1298824,DJ-mix,Album,2009
1481433,"Nope Is Dope, Volume 1",1298824,Compilation,Album,2008
1481433,"Nope Is Dope, Volume 1",1298824,DJ-mix,Album,2008
2017010,"Qlimax: Temple of Light",1,Compilation,Album,2017
168236,"Night Music 2",1,Compilation,Album,1989
401734,"Classic FM: Hall of Fame: The Great Composers",1,Compilation,Album,2004
468676,"Cinematic Treatment",14662,Compilation,Album,2005
643537,"The Limitless Potential",347,Remix,Album,2007
650394,"Classical Lullabies",1,Compilation,Album,NULL
700353,"The Most Soothing Lullabies in the Universe",1,Compilation,Album,2004
875329,"McIntosh Audiophile Test Reference",1,Compilation,Album,2004
882862,"Absolute Dance Autumn 2009",1,Compilation,Album,2009
908293,"The Art of Landscape",1,Compilation,Album,NULL
920735,"Chill with Tchaikovsky",869503,Compilation,Album,2003
923126,"Pure Opera Moods",1,Compilation,Album,NULL
936384,"Ave Verum",1,Compilation,Album,NULL
1057199,"Now Thatâ€™s What I Call Music! 78",1,Compilation,Album,2011
1185390,"MNM Big Hits 2011-2",1,Compilation,Album,NULL
1188784,"It's Me",857847,Compilation,Album,2012
1229445,Fragiliglade,347,Live,Album,2000
1477332,"Symphony no. 6 in B minor, op. 74 "Pathetique" / Overture to "The Storm" (1864) op. 76 (op. posth)",1435907,Compilation,Album,1987
1528302,"Lydian Sampler",1298824,Compilation,Album,1993
1530218,"The Complete Album Collection",36114,Compilation,Album,2010
1652822,"Wishing You a Season of Music",1298824,Compilation,Album,NULL
1705253,"The Legacy Collection: Fantasia",1,Soundtrack,Album,2015
1968908,"Au cÅ“ur du classique 5: TchaÃ¯kovski - Concerto Pour Piano NÂº 1 En Si BÃ©mol Mineur, Opus 23 / RomÃ©o Et Juliette - Ouverture",973189,Compilation,Album,1986
2081838,"Childrens Corner: Piano Music for Children",1,Compilation,Album,NULL
2082676,"Herbert von Karajan Complete Recordings on Deutsche Grammophon and Decca",10239,Compilation,Other,2017
2223407,"Legendary Recordings",1171334,Compilation,Album,2003
2239858,"Prokofiev: Peter and the Wolf, Op. 67 / Tchaikovsky: Nutcracker Suite, Op. 71a",2513573,Spokenword,Album,1984
97509,"Preisnerâ€™s Music",4774,Live,Album,1995
352620,"Fairytale: A True Story",4774,Soundtrack,Album,1997
432587,"Confessions publiques",35991,Live,Album,1995
570405,"æ”»æ®»æ©Ÿå‹•éšŠ STAND ALONE COMPLEX Solid State Society O.S.T.",38012,Soundtrack,Album,2006
665159,"Live EP",50916,Live,Album,2007
683679,"Trois couleurs : Rouge",4774,Soundtrack,Album,1994
759964,"Live in GdaÅ„sk",2532,Live,Album,2008
1281789,Ilias,2396898,Audiobook,Other,2004
1941614,"Il trovatore",2294005,Live,Album,1995
1891845,"Angels and Trumpets / The Einsiedeln Concerto",2117524,Compilation,Album,NULL
38428,"Trois couleurs : Bleu",4774,Soundtrack,Album,1993
61161,Dekalog,4774,Soundtrack,Album,1991
61206,"La Double Vie de VÃ©ronique",4774,Soundtrack,Album,1991
439364,"The Governess",41279,Soundtrack,Album,1998
454866,"Absolute Barnfavoriter",1,Compilation,Album,2004
1577502,"AprÃ¨s ski top 100",1298824,Compilation,Album,1998
1883439,"De Ã¡llerbeste Nederlandstalige hits uit de Mega Top 50 1996",1,Compilation,Album,1996
127011,"Pearls of Russian Romanticism",1,Compilation,Album,1990
266749,"Top of the Pops 2004",1,Compilation,Album,NULL
266878,"Classical Favorites for Strings: Songs, Romances & Dances",189156,Compilation,Album,1998
315962,"Pops in Love",1007942,Compilation,Album,1987
380485,"Oratorio: Great Ballet Music",1,Compilation,Album,NULL
486275,"Remix CD, Volume 1",338586,Compilation,Album,2002
553017,"200 Greatest Classics, Volume 7",1,Compilation,Album,NULL
647482,"Ghosts of the Abyss",43974,Soundtrack,Album,2003
782517,"Classical Christmas",1,Compilation,Album,2007
824799,"FÃ¼r Elise: Romantische Klavierwerke",1,Compilation,Album,NULL
841592,"Uplifting Classics - Celebration",1,Compilation,Album,2000
848412,"Promo Only: Urban Radio, May 2009",1,Compilation,Album,2009
857820,"Best Piano Classics 100",1,Compilation,Album,2005
859024,"Nutcracker Suite op. 71A / Sleeping Beauty Suite op. 66 / Romeo and Juliet, Fantasy Overture",1036158,Compilation,Album,1994
859138,"Promo Only: Mainstream Radio, August 2009",1,Compilation,Album,2009
872328,"Mixtape 2008 / Granada",448902,Compilation,Album,2008
960258,"Mad About Kids' Classics: The Greatest Music From Disney Cartoons",1,Compilation,Album,1994
995993,"2009-05-26: Fiddler's Green Amphitheatre, Englewood, CO, USA",347,Live,Album,NULL
1066843,"Klassieke Zaken Verrassings-CD 2009",1,Compilation,Album,2009
1097969,"Stradivari Sampler, Volume 2",1,Compilation,Album,1988
1163683,"The Story of Marshall Mathers",2131694,Compilation,Album,2012
1163683,"The Story of Marshall Mathers",2131694,Mixtape/Street,Album,2012
1328675,BVDMVN,1251050,Mixtape/Street,Album,2013
1470297,"Cinema Classics 6: Classical Music Made Famous in Films",1298824,Compilation,Album,1994
1498215,"The Complete Symphonies",1086886,Compilation,Album,2003
1505258,"Skyrock 2013 : Premier sur le rap",1298824,Compilation,Album,2012
1540932,"Deutsche Grammophon Collection: Tchaikovsky: Symphony No. 6, op. 74 "PathÃ©tique" / Stravinsky: ScÃ¨nes de ballet",1498677,Compilation,Album,1999
1562305,"The National Trust Music Collection",1298824,Compilation,Album,2001
1598615,"The Yellow Guide: Classical Music",1298824,Compilation,Album,1997
1673697,"Shakespeare in Music & Words",1,Compilation,Album,2016
1887321,"Tchaikovsky: 1812 Overture / Scriabin: Le PoÃ¨me de lâ€™extase / Borodin: Polovtsian Dances from Prince Igor",2110815,Live,Album,2001
2050176,Meisterwerke,867472,Compilation,Album,1993
2248254,"Cello Concertos",1,Compilation,Album,2018
1018654,"Now and Forever",183465,Compilation,Album,2008
2134549,"You're Gonna Miss Me",7259,Compilation,Album,2007
2134549,"You're Gonna Miss Me",7259,Soundtrack,Album,2007
2165827,"Shut Up",2884,Mixtape/Street,Album,2011
48649,"Classic Masterpieces, Vol. 1",2210711,Compilation,Album,NULL
142095,"Romeo and Juliet / The Sleeping Beauty / Symphony no. 6 in B minor, op. 74 "PathÃ©tique"",2068833,Compilation,Album,1993
469216,"Lovers Concerto",1,Compilation,Album,NULL
513654,"Tchaikovsky: Piano Concertos Nos. 1-3 / Prokofiev: Piano Concerto No. 5 / BartÃ³k: Piano Concerto No. 2",1014963,Compilation,Album,1995
691149,"The Very Best of Tchaikovsky",855665,Compilation,Album,2005
763076,"Musik aus fÃ¼nf Jahrhunderten (Philharmonischer Kammerchor Nowosibirsk feat. conductor: Igor Judin)",1,Live,Album,1991
802524,"Klassik zum Kuscheln: Romantic Piano Concertos",1,Compilation,Album,1995
919582,"Blue Classics",1,Compilation,Album,2000
976055,"Martha Argerich Collection, Volume 3: Solo Works & Works for Piano Duo",251289,Compilation,Album,1997
1025060,"Children's Classics Volume 1: Peter and the Wolf and other classical favourites",1,Compilation,Album,NULL
1063272,"50 Classics for Relaxation",1,Compilation,Album,2009
1073873,"The 11 Great Violin Concertos",1,Compilation,Album,1997
1168560,"Addiction (The Official House remix)",127482,Remix,Single,2005
1277569,"Overture "1812" / Marche Slave / Francesca da Rimini / Capriccio Italien",1207296,Compilation,Album,1996
1327854,"Classics of the Millenium",1,Compilation,Album,NULL
1378482,"Chants de l'extase",1298824,Compilation,Album,2011
1496922,"MTV Music Hits",1298824,Compilation,Album,2014
1501800,"Classic CD, Volume 71: The Worldâ€™s Greatest Ballet Music",1298824,Compilation,Album,1996
1612852,"Beaux Arts Trio",1855784,Compilation,Album,1980
1704939,"Je n'aime pas le piano, mais Ã§a j'aime bien !",1,Compilation,Album,2012
1778900,"Melodies from the Most Loved Symphonies & Overtures",1,Compilation,Album,NULL
2209637,"Great Conductors of the 20th Century: George Szell",271579,Compilation,Album,2003
151594,Encore!,66692,Compilation,Album,1983
363738,"Dziesmu izlase #1 (1981-1982)",254977,Compilation,Album,1994
363793,"Dziesmu izlase #2 (1985-1987)",254977,Compilation,Album,1996
364112,"Dziesmu izlase #3 (1990-1991)",254977,Compilation,Album,2003
986383,"Dracula: Jagd der Vampire",740069,Audiobook,Other,1982
1145627,"Don Quijote de la Mancha",1527369,Audiobook,Other,2000
1557068,"Das zweifelhafte MiÃŸverstÃ¤ndnis und andere ErzÃ¤hlungen",1521614,Audiobook,Album,2007
196791,"Tchaikovsky: Violin Concerto / Wieniawski: Violin Concerto No. 2",1104416,Compilation,Album,1988
328678,"ERG Nu Music Traxx, Volume 267",1,Compilation,Album,NULL
397626,"Classical Masters 7: Tchaikovsky",853052,Compilation,Album,1999
558062,"Classic FM: Music for Babies",1,Compilation,Album,2004
560855,"El Lago de los Cisnes (Suite) / SinfonÃ­a No. 6 "PatÃ©tica"",122653,Compilation,Album,NULL
589044,"Massive R&B: Winter Collection 2006",1,Compilation,Album,2006
729382,"Conciertos Para Piano Y ViolÃ­n",122653,Compilation,Album,1999
739471,"The Ultimate Collection",869503,Compilation,Album,2001
824686,"Now Thatâ€™s What I Call Music! 72",1,Compilation,Album,2009
918775,"Classic Drive",1,Compilation,Album,1993
956611,"DolomoTN: Ruhe und Entspannung von Bach bis Weber",1,Compilation,Album,1995
1027696,"2006-06-06: Birmingham, AL, USA",347,Live,Album,NULL
1048433,"Live on Air",347,Live,Album,2011
1052467,"Power Classics: Classical Music for Active Lifestyle",1,Compilation,Album,1994
1153800,"The Great Violin Concertos",1,Compilation,Album,1997
1242159,"Pictures At An Exhibition",1129517,Compilation,Album,1992
1254801,"Symphonic Poems / Manfred Symphony",1145037,Compilation,Album,2004
1261990,"For When You're Alone",1,Compilation,Album,2002
1324083,"Nallekarhu konsertissa",1009627,Compilation,Album,2012
1395274,"Great Pianists of the 20th Century, Volume 35: Emil Gilels II",1660994,Compilation,Album,1999
1563457,"The Heifetz Collection, Volume 18: EMI Masters",1489851,Compilation,Album,1994
1788633,"Pure Classical Chillout",1,Compilation,Album,NULL
1870606,"DvoÅ™Ã¡k / Tschaikowsky",2089505,Compilation,Album,1993
1875081,"Christmas Meditation",1,Compilation,Album,1995
2169127,"Island Select",1,Compilation,Album,1993
2260077,"FlÃ¶tentrÃ¤ume klassischer Meister",1,Compilation,Album,1994
1937000,"â€¦y al volver la vista atrÃ¡s",74871,Compilation,Other,2015
1313540,"Live 2008",132645,Live,Album,2008
1576118,"Money Makinâ€™ (remixes)",1466342,Remix,EP,2012
494506,"Triple J: Hottest 100, Volume 13",1,Compilation,Album,2006
604529,"2007-02-23: Live in Lille: Le Zenith, Lille, France",347,Live,Album,NULL
619564,"The Fragile Remixes",347,Remix,Album,NULL
649397,"25 All Time Favorite Classics, Volume 2",1,Compilation,Album,NULL
651716,"Discovery Sampler: Classical, Volume 1",2360491,Compilation,Album,1995
653824,"40 Most Beautiful Classical Anthems",1,Compilation,Album,2007
662613,"Now Thatâ€™s What I Call Music! 68",1,Compilation,Album,2007
716399,"Promo Only: Urban Radio, May 2008",1,Compilation,Album,2008
749353,"Smooth Classics: Barock Romance",1,Compilation,Album,1992
763655,"Just for Fun",1,Compilation,Album,2003
820293,"Centenary Edition 1897-1997",1,Compilation,Album,1998
858076,"Top Classic - 12 Klassiker",1,Compilation,Album,1997
982799,"Mozart: Piano Sonata, K. 283 / Rachmaninov: Ã‰tudes-tableaux / Scriabin: Piano Sonata no. 9 / Prokofiev: Piano Sonata no. 4",1610179,Live,Album,2001
988140,"The Braun MTV Eurochart '09, Volume 2",1,Compilation,Album,2009
1008132,Bootfellas,649531,Compilation,Album,2010
1019342,"The Sleeping Beauty",1392171,Live,Album,2002
1114148,"Ultimate Ballet: The Essential Masterpieces",1,Compilation,Album,2007
1158732,"Radio 538 Hitzone 57",1,Compilation,Album,2011
1177417,Revolution,49627,Compilation,Album,2009
1182331,"The Collection 3: Chamber Ensembles",251289,Compilation,Album,2010
1388684,"Pandemia Ocalony OST",1329361,Soundtrack,Album,2010
1390653,"Tchaikovsky Piano Concertos 1-3 / Concert Fantasy",1433866,Compilation,Album,2001
1617609,"Violin Concertos",1651758,Compilation,Album,1993
1754804,"Pure Classical Gold",1,Compilation,Album,2003
1856115,"Tchaikovsky: The Essentials",869503,Compilation,Album,2016
1899254,"NES Greatest Hits Vol. 1",1,Compilation,Album,2015
1977306,"Complete Symphonies",2481968,Compilation,Album,2017
1977306,"Complete Symphonies",2481968,Live,Album,2017
61007,"Lute Suites, BWV 995, 996, 997, 999 & 1000",1324859,Compilation,Album,1997
116584,"Billy Elliot",1,Soundtrack,Album,2000
633197,"The Very Best of Blues Brother Soul Sister",1,Compilation,Album,2005
759641,"Back to 95: Oldskool House & Garage Classics",1,Compilation,Album,2008
759641,"Back to 95: Oldskool House & Garage Classics",1,DJ-mix,Album,2008
1193268,"The Healer",409581,Live,Album,2012
1288856,"Special Requests (& Other Favorites)",5232,Live,Album,2013
1474574,"City Nights: Live at the Jazz Standard",1407327,Live,Album,2004
1502461,Nightlife,5301,Live,Album,2011
1672629,"Live Volume One",45451,Live,Album,2000
950262,SAKURA,57151,Compilation,Album,2000
1285475,"å¥³ç¥žè»¢ç”ŸIãƒ»II å¬å–šç›¤ãƒ»åˆä½“ç›¤",1174415,Soundtrack,Album,1991
1285633,"çœŸãƒ»å¥³ç¥žè»¢ç”Ÿ LAW DISC/CHAOS DISC",1174415,Soundtrack,Album,1993
1494810,"ã‚¦ã‚£ãƒ³ãƒ“ãƒ¼ã®ãƒã‚ªã‚·ãƒãƒžå€¶æ¥½éƒ¨3 ï½žã¨ãã‚ãç·¨ï½ž",130000,Remix,Album,1995
1608530,"Shin Megami Tensei: Devil Summoner Sound File",1298824,Soundtrack,Album,1996
1608530,"Shin Megami Tensei: Devil Summoner Sound File",1298824,Remix,Album,1996
729621,"25 Oldies Best, Vol. 5",1,Compilation,Album,1995
1041023,"Favourite Music from the Stage World",1388405,Compilation,Album,NULL
1443135,"Ein Melodienreigen groÃŸer Klassikthemen / A Round Dance of Great Classic Themes",2209656,Compilation,Album,NULL
2163475,"Wedding Music for Civil and Church Ceremonies",1,Compilation,Album,2005
2188291,"Symphonie no. 5, op. 64 / Ouverture Solennelle, 1812, op. 49",2451206,Compilation,Album,1994
75198,"The Best Classical Album in the World... Ever!",1,Compilation,Album,1995
176159,"200 Greatest Classics VI",1,Compilation,Album,1997
180268,"1812 and Other Russian Favourites",2173395,Compilation,Album,NULL
221096,"The Art of Darkness",1,Compilation,Album,1998
228288,"The Six Symphonies",1405989,Compilation,Album,2002
319751,"Charge It to The Game: The Mixtape",203152,Compilation,Album,2004
446971,"Christmas Adagios",1,Compilation,Album,2001
448591,"James Hyman: DJ Mission Vol 007 (License To Thrill)",232849,Compilation,Album,2004
659127,"2006-10-21: Bridge School Benefit, 1st Night: Shoreline Amphitheatre, Mountain View, CA, USA",347,Live,Album,NULL
900099,"Klassische Meisterwerke VI",1,Compilation,Album,NULL
1099801,"Best of Lang Lang",857847,Compilation,Album,2010
1186629,"100 Masterpieces, Volume 8: The Top 10 of Classical Music 1867-1876",1,Compilation,Album,1991
1219300,"The Mravinsky Legacy, Volume 2",2104748,Compilation,Album,NULL
1230754,"...dyryguje Witold Rowicki: Kompozytorzy rosyjscy",1111736,Compilation,Album,1999
1238385,"The Best of the Proms, Volume One",1,Compilation,Album,2009
1295398,"ClÃ¡sicos Del Cine, Volume 1",1033220,Compilation,Album,2000
1355101,"A Guide to Classical Music: The Piano",1223975,Compilation,Album,2013
1389362,"The Classical Collection",1298824,Compilation,Album,NULL
1487614,"100 Great Symphonies, Part 2",1298824,Compilation,Album,2014
1585159,"Decca Sound: Mono Years: 1944-1956",1298824,Compilation,Album,2015
1709306,"Classics for Sweethearts",1,Compilation,Album,1996
1780517,"Romantic Classics: The Ultimate Collection",1,Compilation,Album,2001
1831377,Heroes,2034688,Compilation,Album,1997
1858189,"The Orchestra",1,Compilation,Album,1992
1871149,"Tchaikovsky â€“ The Greatest Classical Hits",1,Compilation,Album,1991
1929230,"Nature's Music",1,Compilation,Album,1997
1947763,Rostropovich!,1088040,Compilation,Album,1995
1949652,"Synaptic Research",2189037,DJ-mix,Album,2014
2087336,"Meditation - Classical Relaxation Vol.10",1,Compilation,Album,1991
2192312,Adagio,2120556,Compilation,Album,2006
2194831,"McIntosh Demonstration Reference Disc",1,Compilation,Album,NULL
2218798,"Live Performance",997763,Live,Album,2019
108255,"Globus Mix, Volume 5: Letsallmakemistakes",272513,Compilation,Album,2000
108255,"Globus Mix, Volume 5: Letsallmakemistakes",272513,DJ-mix,Album,2000
199771,Metropolis,31548,Soundtrack,Album,2000
248543,"Tresor 2000: Compilation, Volume 8",1,Compilation,Album,2000
328725,"The Clearing",2161,Soundtrack,Album,2004
375772,"Tresor Compilation, Volume 6",1,Compilation,Album,1998
420135,"Tresor Compilation, Volume 7",1,Compilation,Album,1999
467862,"Demo Tracks #01",1,Compilation,Album,1999
582702,"Annex 2",1,Compilation,Album,1999
582726,"Annex 3",1,Compilation,Album,2000
656556,"Globus Mix, Volume 3: Sturm und Drang",148178,Compilation,Album,1999
1403901,"Complete Symphonies & Concertos",2128049,Compilation,Album,2014
1601991,"The Hateful Eight",2997,Soundtrack,Album,2015
46670,"The Thin Red Line",202,Soundtrack,Album,1999
598392,"Winds of Worship 2: Live from Anaheim",741269,Live,Album,1994
84392,"More Greatest Classical Hits: The Collection",1,Compilation,Album,1991
95250,"The Essential Vivaldi",24465,Compilation,Album,1989
215776,"The Four Seasons / Violin Concerto / Concerto op. 6 no. 4 / Concerto a Cinque",1140604,Compilation,Album,1988
1674105,"The Best Piano Concertos",1,Compilation,Album,1989
1675629,"Savage Stone Age",1665014,Spokenword,Album,2007
1675629,"Savage Stone Age",1665014,Audiobook,Album,2007
1823934,"The Woeful Second World War",1665014,Spokenword,Album,2006
1823934,"The Woeful Second World War",1665014,Audiobook,Album,2006
1909105,"The Ruthless Romans / The Awful Egyptians",1665014,Audiobook,Album,2006
1961725,"Bruch: Violin Concerto no. 1, op. 26 / Glazunov: Violin Concerto, op. 82",2204837,Compilation,Album,1999
934075,"The Four Seasons and More Concertos",1144053,Compilation,Album,1989
16861,Advance,8993,Live,Album,1985
144780,Covered,1,Compilation,Album,2003
222698,Underworld,31465,Soundtrack,Album,2003
767197,"Best of Tschaikowsky",122653,Compilation,Album,1994
915358,"Computer Music Journal Sound Anthology, Volume 24, 2000",1,Compilation,Album,2000
1027140,"Centenar Paul Constantinescu",622839,Compilation,Album,NULL
259587,"The Telarc Collection, Volume 3",1,Compilation,Album,1992
464858,"Promo Only: Mainstream Radio, October 2005",1,Compilation,Album,2005
562452,"Classical Chillout",1,Compilation,Album,2003
622213,"Great Works for Cello and Orchestra",1593388,Compilation,Album,1994
674098,"The Definitive Nine Inch Nails: Quiet",347,Compilation,Album,2006
723720,"Smart Symphonies",1,Compilation,Album,2002
741036,"Kuschelklassik 10",1,Compilation,Album,2005
801847,"Romantique d'Or",1,Compilation,Album,NULL
818260,"Speakerboxing 2: The Fresh Club Sandwich",604283,Remix,Album,2008
995981,"2005-04-28: Warfield, San Francisco, CA, USA",347,Live,Album,NULL
999679,"1994-12-29: Hara Arena, Dayton, OH, USA",347,Live,Album,NULL
1204505,"Classic CD, Volume 16",1,Compilation,Album,1991
1220044,"GBE: For Greater Glory",1092748,Mixtape/Street,Other,2012
1339475,"Seed Eight",347,Remix,EP,2014
1487891,"The Best of Tchaikovsky",2460863,Compilation,Album,NULL
1578749,"Howard Homecoming Mixtape",1545732,Mixtape/Street,Album,2015
1641717,"50 Best Classical Composers",1298824,Compilation,Album,NULL
1752850,"Best-Loved Classics 10",1,Compilation,Album,1991
1828441,"Meisterwerke der Klassik",867472,Compilation,Album,NULL
1874908,"Tchaikovsky: Symphony no. 6 / DvoÅ™Ã¡k: Rusalka Fantasy",2119769,Compilation,Album,2016
1968248,"Classical Favourites",1,Compilation,Album,1998
2122466,"My Face Can't Be Felt",864937,Mixtape/Street,Album,2009
955222,"Anjunabeats Worldwide 02",1460779,Compilation,Album,2010
955222,"Anjunabeats Worldwide 02",1460779,DJ-mix,Album,2010
1008464,"Tensnake in the House",373814,Compilation,Album,2010
1008464,"Tensnake in the House",373814,DJ-mix,Album,2010
1176413,"FACT Mix 337: Tensnake",373814,DJ-mix,Album,2012
1217309,"2011-04-09: A State of Trance #500, "Den Bosch, The Netherlands, A State of Blue, Part 1: Mat Zo": Brabanthallen, Den Bosch, The Netherlands",51840,Live,Broadcast,NULL
1217309,"2011-04-09: A State of Trance #500, "Den Bosch, The Netherlands, A State of Blue, Part 1: Mat Zo": Brabanthallen, Den Bosch, The Netherlands",51840,DJ-mix,Broadcast,NULL
1546618,"Chilled House: Ibiza 2015",1298824,Compilation,Album,2015
1546618,"Chilled House: Ibiza 2015",1298824,DJ-mix,Album,2015
2261255,"Back to Mine: Jungle",1220589,Compilation,Album,2019
77745,"A World of Dreams",1,Compilation,Album,1997
118028,"The Masterpiece Collection, Volume 9: Tchaikovsky",861359,Compilation,Album,NULL
136050,"Movies: The Greatest Hits",1,Compilation,Album,1995
166538,"The Greatest Hits of the Classics, Volume 2",1,Compilation,Album,NULL
352555,"The Art of Ashkenazy",858004,Compilation,Album,1999
361566,"Classic Emotions",1,Compilation,Album,2004
642930,"The Best Thing Smokin', Volume 6",1,Compilation,Album,2007
788361,"Hip Hop III: The Collection: New Hits",1,Compilation,Album,2005
789716,"Die Klassiksammlung 39: Tschaikowsky: Russische Orchestermusik",2106874,Compilation,Album,1994
855958,"2009-07-07: Le Zenith, Paris, France",347,Live,Album,NULL
897571,"Music for the Starlight Hours",1108248,Compilation,Album,1994
900296,"Classics for Pleasure, Volume 2",1,Compilation,Album,1983
992675,"Power (remix)",897872,Remix,Single,2010
1025004,"Nutcracker - Swan Lake - Sleeping Beauty",122653,Compilation,Album,1995
1275239,"Klassisia suosikkisÃ¤velmiÃ¤ 2",1,Compilation,Album,1996
1275847,"Symphony no. 1 "Winter Dream" / Symphony no. 2 "Little Russian"",1256967,Compilation,Album,1993
1305139,"FIFA 14 Soundtrack",1033220,Soundtrack,Album,2013
1491470,"Symphony no. 2 "Little Russian" (1872 version) / Romeo and Juliet fantasy overture (1869 version) / Serenade for Nikolai Rubinstein's name-day / Battle of Poltava and Cossack Dance from Mazeppa",1432792,Compilation,Album,2003
1550360,"Triple J: Hottest 100 of 2006",1298824,Compilation,Album,2007
1566295,"Complete Decca Recordings",1534310,Compilation,Album,2010
1680725,"Trumpf: Edle Tropfen â™¦ Edle KlÃ¤nge: Edition Nr. 13",1,Compilation,Album,2015
1786269,Ballerina,66623,Soundtrack,Album,2016
1817967,"The Classics",2396567,Compilation,Album,1992
2080418,"The Menu",127482,Mixtape/Street,Album,2016
2127119,"The Last Night of the Proms",1,Compilation,Album,2017
2172586,"Highlights of The Academy of St. Martin-In-The-Fields",1042235,Compilation,Album,1996
2182365,"Mes premiers classiques russes",2444891,Compilation,Other,2012
31331,"The Best of Arlo Guthrie",9756,Compilation,Album,1977
99256,"DGC Rarities, Volume 1",1,Compilation,Album,1994
164900,"Christie Malryâ€™s Own Double Entry",41130,Soundtrack,Album,2001
256084,"Aspects of Andrew Lloyd Webber",2155157,Compilation,Album,1993
453705,"46664, Part 3: Amandla",1,Live,Album,2004
474861,"Drum and Bass Armageddon 2",1,Compilation,Album,2000
497617,"Live au Trianon",118474,Live,Album,2006
552722,"46664, Part 2: Long Walk to Freedom",1,Live,Album,2004
631597,G'OlÃ©!,3564,Soundtrack,Album,1983
759432,"Acoustic in Nashville: Bootleg No. 2",260777,Live,Other,2007
1238284,"Ilo Lympia",118474,Live,Album,2013
1253434,"Et vous, et vous, et vous...",39567,Live,Album,2010
1792265,"Reckoning: Live at the Olympia",10302,Live,EP,2009
137219,"Intensified! Original Ska 1962-66",1,Compilation,Album,1991
153958,"Hog in a Cocoa",6999,Compilation,Album,1998
199556,"Forward The Bass: Dub from Randy's 1972-1975",145798,Compilation,Album,1998
795494,"Instrumental Reggae",881218,Compilation,Album,1992
291485,"Tribute to Tommy: The Best of Tommy McCook & The Skatalites",838763,Compilation,Album,1999
86454,Livedelica,51237,Live,Album,1995
191611,"Mixmag Presents: Instant Party! Just Add People",40901,Compilation,Album,2001
191611,"Mixmag Presents: Instant Party! Just Add People",40901,DJ-mix,Album,2001
307445,"Krafty Kuts Presents: Slam the Breaks On",40901,Compilation,Album,1999
364233,"These Are the Breaks",40901,Compilation,Album,2003
364233,"These Are the Breaks",40901,DJ-mix,Album,2003
480383,"Slam the Breaks On II",1,Compilation,Album,2000
569748,"Finger Lickinâ€™ Presents Freshtraxxx",1,DJ-mix,Album,2005
621763,"FabricLive 34: Krafty Kuts",40901,Compilation,Album,2007
621763,"FabricLive 34: Krafty Kuts",40901,DJ-mix,Album,2007
695807,"Back to Mine: Krafty Kuts",40901,Compilation,Album,2008
695807,"Back to Mine: Krafty Kuts",40901,DJ-mix,Album,2008
723165,"Circus & Chibuku Present: Yousef & Krafty Kuts",1,Compilation,Album,2004
1846695,"Nu Jazz Classics, Volume One",1,Compilation,Album,2014
18203,"The Fifth Element: Original Motion Picture Soundtrack",15,Soundtrack,Album,1997
685898,"Meine Geschichten",335569,Spokenword,Album,1997
685898,"Meine Geschichten",335569,Live,Album,1997
728777,"Eine Weihnachtsgeschichte",1422210,Audiobook,Other,2005
969452,"Metal Guitars",1,Compilation,Album,1990
1675834,"The Neon Demon: Original Motion Picture Soundtrack",48233,Soundtrack,Album,2016
231076,"40 Greatest Classics",1,Compilation,Album,1995
270808,"Welcome to the Hatemachine",347,Compilation,Album,1995
521229,"Sleeping Beauty / Swan Lake / Romeo and Juliet - Fantasy Overture",1503237,Compilation,Album,1990
546905,å¡Šã‚ªãƒªã‚¸ãƒŠãƒ«ã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯é­‚,1,Soundtrack,Album,2005
564480,"Bedtime Beats: The Secret to Sleep",1,Compilation,Album,2006
616956,"Sony Collection - Per I Bambini",1,Compilation,Album,2001
789889,"Peace on Earth: Christmas Music of Peace and Tranquility",1,Compilation,Album,2005
795965,"Everything You Always Wanted to Know About Classical Music",1,Compilation,Album,1992
801832,"Bouquet d'Or",1,Compilation,Album,NULL
806607,"Rnâ€™B Chic",1,Compilation,Album,2007
873625,"Born Successful",600808,Mixtape/Street,Album,2009
971217,"Audio: Great Music II: Die 70er",1,Compilation,Album,2008
991590,"Piano Fantasy: Music for Two Pianos",45908,Compilation,Album,2003
1006701,"Salute to Disney",805801,Compilation,Album,1973
1099934,"Klavierkonzert No. 1",122653,Compilation,Album,1993
1109520,"Promo Only: Mainstream Radio, October 2011",1,Compilation,Album,2011
1177396,"Sensibler Exzentriker (Sensitive Eccentric)",851190,Compilation,Album,NULL
1219284,"1812 Festival Overture, op. 49 / Capriccio Italien",1385352,Compilation,Album,1958
1441897,"Symphonies nos. 1-6 / Hamlet / The Tempest / The Storm / Francesca da Rimini",1706069,Compilation,Album,1993
2022545,"Best Encores 100",1,Compilation,Album,2009
2254876,"The Ultimate Christmas Collection, Volume I",1,Compilation,Album,2006
330494,"Klavierkonzert no. 5: "Emperor" Concerto",1097839,Live,Album,NULL
