id,name,artist_credit,platform,type,first_release_date_year
1233979,"Classical Treasures: Favorite Romantic Classics",1111647,Compilation,Album,1997
1262333,"The Most Moving Classical Music in the Universe",1,Compilation,Album,2010
1268738,"It's Simply Class",1,Compilation,Album,1995
1474945,"Life is Beautiful With ABC Classic FM, Volume 3",1298824,Compilation,Album,2006
1493549,"The Complete Early Recordings on Deutsche Grammophon",1430487,Compilation,Album,2015
1493882,"Dream Melodies, Volume 9: Opera",1298824,Compilation,Album,1992
1616942,Celebration!,1298824,Compilation,Album,1992
1624771,"Wave Gods",757263,Mixtape/Street,Album,2016
1743552,"BBC Proms in the Park",953177,Compilation,Album,1999
1752333,"The Ultimate Classical Collection, Volume 3",1,Compilation,Album,1996
1757172,"The Naxos Collection: Classical Favourites for Relaxing and Dreaming",1,Compilation,Album,1990
1758973,"Sounds of Millennium",1,Compilation,Album,2000
1771835,"The Most Beautiful Melodies of Classical Music: Winter Dreams",1,Compilation,Album,1998
1841160,"The Great Composers",2052455,Compilation,Album,1993
1882265,"Jump Off 15",1,Compilation,Album,NULL
1968801,"Super Classix: 18 Popular Classics From the Last 300 Years",1,Compilation,Album,NULL
2082850,"Classical Masterpieces",855665,Compilation,Album,1997
2192170,"Klavierkonzert nr. 1 / Solennelle "1812"",2458806,Compilation,Album,NULL
1217814,"The Cab Calloway Show - Live in Freiburg",1097845,Live,Album,1989
130290,"Les Triomphes de Karajan",1076826,Compilation,Album,1986
162917,"Listening to Music: 4th Edition",543806,Compilation,Album,NULL
181160,"The Best of Tchaikovsky",122653,Compilation,Album,1991
181678,"In Celebration",1,Compilation,Album,1997
228779,"Violin Greatest Hits",36114,Compilation,Album,1998
238756,"Sonic Boom",1,Compilation,Album,1993
600745,"Greatest Hits - Ballet",1,Compilation,Album,1995
846391,"2009-01-16: Mannheim, Germany",1098674,Live,Album,NULL
917867,"Gold Classic",1,Compilation,Album,2006
975476,"Rendez-vous With the Great Composers",1,Compilation,Album,1991
1065220,"Klavierkonzert No.1",122653,Compilation,Album,NULL
1081230,"Musical Library, Volume 3",1,Compilation,Album,1996
1101262,"The A to Z of Classical Music",1,Compilation,Album,1995
1152550,"The very best of Lucia Popp",236804,Compilation,Album,2003
1208984,"Virtuoso Compilation",1,Compilation,Album,NULL
1225171,"Symphonies nos. 1-3",1130507,Live,Album,2012
1482538,"Puur Klassiek 2",1298824,Compilation,Album,2014
1529903,"Streets Advocate",359754,Mixtape/Street,Album,2008
1539473,"Highlights Aus der Neuen Classic Digital Edition",1298824,Compilation,Album,NULL
1724561,"NuÃŸknacker-Suite / DornrÃ¶schen Suite / Capriccio Italien",122653,Compilation,Album,1995
1749630,"Konzert im Glasmuseum vom 16.5.1999",1858017,Live,Album,1999
1991541,"Iedereen klassiek: Klassiek voor alle emoties",1,Compilation,Album,2014
2012583,"Summer of Hip Hop",1,Compilation,Album,2018
2066469,"The Best of Classical Music, Vol. 1",1,Compilation,Album,NULL
2083811,"Monthly Mix: January 2008",2042923,DJ-mix,Album,2008
1485317,"Rendez-vous With Beethoven",1021,Compilation,Album,1993
1485420,"Rendez-vous with Grieg & Mozart",2326673,Compilation,Album,1993
20025,"Favorite Waltzes",122653,Compilation,Album,1989
201070,"Opera's Greatest Moments",1,Compilation,Album,1992
298644,"Classics by Request, Volume 5",1,Compilation,Album,NULL
396151,"Pure Classical Chillout",1,Compilation,Album,2002
546013,"Spring Classics",1,Compilation,Album,2004
603780,"Command Spectaculars!",1,Compilation,Album,NULL
675669,"Traummelodien der Klassik Meditation",1,Compilation,Album,NULL
702771,"Les 150 plus belles mÃ©lodies",1,Compilation,Album,1996
723417,"Discover the Classics: Heroes and Heroines",1,Compilation,Album,1991
838251,"8 From 808s",618166,Remix,Album,NULL
902470,"Joyas de la MÃºsica, Volume 11",1,Compilation,Album,NULL
1035049,"Fantasia's Greatest Hits",1,Compilation,Album,1996
1212719,"BÃ¸rns Klassiske Favoritter",1,Compilation,Album,2005
1231989,"Bump From the Trunk: Volume 1: Dirty Bass",368108,Mixtape/Street,Album,2011
1279129,"18 Classical Favourites",1151922,Compilation,Album,NULL
1514746,"The Originals: Legendary Recordings",1298824,Compilation,Album,2014
1638281,"Hot This Week 23",1534528,Mixtape/Street,Album,2015
1838382,"The Golden Age of the Classics",1,Compilation,Album,NULL
1884942,"Thunderous Classics",1,Compilation,Album,1996
1912728,"Devil in a new dress",127482,Compilation,Album,2012
412131,"Freedom to Move",247451,Remix,Single,2002
778551,"London Love",2467081,Compilation,Album,2005
1566729,"All the Best Spanish Flamenco",1298824,Compilation,Album,NULL
937000,"Nel nome del Padre / Il treno per Istanbul",4378,Compilation,Album,NULL
1002194,"FabricLive 53: Drop the Lime",226887,Compilation,Album,2010
1002194,"FabricLive 53: Drop the Lime",226887,DJ-mix,Album,2010
1104254,"ONELOVE 11 Sound Machine 2009",872612,Compilation,Album,2009
1479589,"Sneakerz 7 - Bart B More & Bingo Players",1298824,Compilation,Album,2008
1479589,"Sneakerz 7 - Bart B More & Bingo Players",1298824,DJ-mix,Album,2008
123473,"David Oistrakh Edition, Volume 1: Peter Tchaikovsky, Jean Sibelius",1052092,Compilation,Album,1987
149994,"Tchaikovsky: 1812 / Marche slave / Borodin: Polovtsian Dances / In the Steppes of Central Asia / Rimsky-Korsakov: Capriccio espagnol / Russian Easter Festival Overture",1013683,Compilation,Album,1990
160539,"Timeless Classics",1,Compilation,Album,NULL
171222,"Rusty Nails II",347,Remix,Album,1996
182725,"Favorite Classics of the Bolshoi Ballet",1,Compilation,Album,1993
234152,"Triple J: Hottest 100, Volume 5",1,Compilation,Album,1998
248372,"I'm Goodâ€¦",1,Mixtape/Street,Album,2003
480660,"Fragile in Berlin",347,Live,Album,1999
559602,"100 Best Film Classics",1,Compilation,Album,2006
562574,"100 Piano Classics",1,Compilation,Album,2000
710089,"Historical Russian Archives: Yuri Temirkanov Edition",1170867,Compilation,Album,NULL
786925,"My Favourite Classics",1141489,Compilation,Album,1995
812414,"NRJ Music Awards 2009",1,Compilation,Album,2008
823036,"Promo Only: Mainstream Radio, April 2009",1,Compilation,Album,2009
1041239,"Unreleased 2010 Remixes",599518,Compilation,EP,2011
1041239,"Unreleased 2010 Remixes",599518,Remix,EP,2011
1078587,"The Very Best of PlÃ¡cido Domingo",23678,Compilation,Album,2003
1205231,"Classic CD, Volume 30",1,Compilation,Album,1992
1267473,"Classical Masters",1,Compilation,Album,NULL
1453810,"â€œChallahâ€ Twins",1379215,Compilation,Album,NULL
1502161,"Club Verboten",1298824,Compilation,Album,1997
1528298,"Classic Collection (C&G)",1298824,Compilation,Album,1997
1868025,"More Greatest Hits",30174,Compilation,Album,1995
2007123,"100 Best Rostropovich",1088040,Compilation,Album,2018
2010686,"Bilder Einer Ausstellung U. A.",2259167,Compilation,Album,1985
2105411,"La Magie des plus beaux Adagios, Volume 2",1,Compilation,Album,2006
2158823,"Classical Thunder",1,Compilation,Album,2009
2232689,"Violin Classical Music",1,Compilation,Album,2017
351354,"Everybodyâ€™s Free (to Wear Sunscreen): The Sunscreen Song (Class of â€™99)",38627,Compilation,Single,1999
1284491,"Around the Block (Datsik remix)",599518,Remix,Single,2013
1324428,"A Color Map of the Sun Remixes",599518,Remix,Album,2013
1864120,"Live in Paris 1958",16360,Live,Album,1987
106031,"Meditation: Classical Relaxation, Volume 10",1,Compilation,Album,2009
250728,"Triple J: Eleven",1,Compilation,Album,1994
551942,"Booom 2006: The Third",1,Compilation,Album,2006
620121,"The 1926 & 1927 Victor Recordings: Favourite Short Pieces",50994,Compilation,Album,1993
694254,"Classical Lounge: Opera",1,Compilation,Album,2007
754024,"Urban Weekend",1,Compilation,Album,2006
869303,"The $675.000 Mixtape",641284,Compilation,Album,2009
870935,"Tchaikovsky: Swan Lake (highlights) / Johann Strauss II: On the Beautiful Blue Danube, Tales from the Vienna Woods / Beethoven: Turkish March / Mozart: Turkish March",1607078,Compilation,Album,2006
907124,"The Great Relaxation Collection (disc 1)",1,Compilation,Album,2000
944398,"Sticky & Sweet Tour",89,Live,Album,2010
1175601,"The Great London Symphony Orchestra",12299,Compilation,Album,1999
1197816,"The Art of Czech Quartets",1,Compilation,Album,2009
1225286,"ã®ã ã‚ã‚«ãƒ³ã‚¿ãƒ¼ãƒ“ãƒ¬ ã‚³ãƒ³ãƒ—ãƒªãƒ¼ãƒˆ BEST 100",1092748,Compilation,Album,2010
1290275,"The Myth",243404,Compilation,Album,2011
1312820,"Symphony no. 2 / On the Steppes of Central Asia / 1812 Overture",1232718,Compilation,Album,1989
1342159,"Waltz Masterpieces",1269665,Compilation,Album,1959
1545525,"Symphonies Nos. 4 5 6",2113168,Compilation,Album,1992
1567185,"Verano del Moombahton",1298824,Compilation,Album,2011
1622742,Shockwave,1298824,Compilation,Album,1999
1769784,"Philharmonia Orchestra",130808,Compilation,Album,2006
1770952,"Favourite Christmas Collection",1,Compilation,Album,2004
1837281,"1996 Sydney International Piano Competition of Australia: Piano Concertos & Sonatas",1,Live,Album,1996
1940303,"Cyberpunk Power Electronics Vol.4",1,Compilation,Album,2016
1973317,"Complete Piano Works",2219943,Live,Album,2010
1977300,"Tchaikovsky â€“ Symphonies Nos. 4 & 5",1139442,Live,Album,2012
1988094,"Nathan Milstein: Aristocrat of the Violin",302571,Compilation,Album,2009
2110285,"Lâ€™Expansion Grand RÃ©pertoire",2367708,Compilation,Album,NULL
2128564,"Sergiu Celibidache: From the Collection of Deutsches Rundfunkarchiv: Berlin Philharmonic Concerts",1287833,Compilation,Album,2001
2159169,"Trumpet & Orchestra",35382,Compilation,Album,2011
2255608,"Nocturne : Les plus belles musiques pour rÃªver",1,Compilation,Album,2013
875794,"The Root of All Evil",14373,Compilation,Album,2009
308453,"Lola rennt",821159,Soundtrack,Album,1998
1467795,"Cyberpunk Power Electronics, Volume 1",1298824,Compilation,Album,2014
1480356,"Cyberpunk Power Electronics, Volume 2",1298824,Compilation,Album,2014
1637581,"Cyberpunk Power Electronics, Volume 3",1298824,Compilation,Album,2015
1969797,"A Selection of Works from NoÃ«l! 2",2215980,Compilation,Album,2009
336273,"Requiems of Revulsion: A Tribute to Carcass",1,Compilation,Album,2001
149462,"Lucia di Lammermoor",1760435,Live,Album,1997
898395,"Traditional Carol Collection",1,Compilation,Album,2009
909978,Norma,2037529,Live,Album,2007
1027263,Faust,1861861,Compilation,Album,2007
1559666,"Christmas Carols",1298824,Compilation,Album,2008
1846990,"Favourite Christmas Songs",97546,Compilation,Album,2002
2071640,"Favourite Tales",97546,Compilation,Album,2006
2071640,"Favourite Tales",97546,Spokenword,Album,2006
2117840,"Favourite TV Themes",1,Compilation,Album,2006
319221,"Bose : Listening To Life",1,Compilation,Album,NULL
519236,"The Essential Yo-Yo Ma",964694,Compilation,Album,2004
523551,"Touch the Sky",309399,Compilation,Album,2006
602262,"R&B Lovesongs: The Very Best of Love Songs 2006",1,Compilation,Album,2006
631144,"Die grÃ¶ssten Klavierkonzerte, Folge 5",1092748,Compilation,Album,NULL
674545,"Konvict Music, Volume 2",2103668,Compilation,Album,2007
726975,"Promo Only: Urban Radio, February 2008",1,Compilation,Album,2008
850380,"Kuschelklassik 11",1,Compilation,Album,2006
883436,"The Best of the Most Relaxing Classical Music in the Universe",1,Compilation,Album,2009
907761,"Introductory CD for Listening to Music Fourth Edition by Craig Wright",543806,Compilation,Album,NULL
909682,"Late Night Classics",1,Compilation,Album,NULL
1004548,"2006-04-01: Aladdin Theatre, Las Vegas, NV, USA",347,Live,Album,NULL
1067781,"NASA Music 2: Space Dreams",541578,Mixtape/Street,Album,2010
1488023,"Romeo and Juliet / Swan Lake Suite",1427098,Compilation,Album,NULL
1587283,"The Art of Valery Gergiev: Maestro",1049023,Compilation,Album,2006
1609760,"Tracks of the Month (1 Year Anniversary | December Edition)",1543561,Mixtape/Street,Album,2015
1622330,"Classic Obsession: Fantasy",1298824,Compilation,Album,NULL
1817508,"20 Timeless Classics",1,Compilation,Album,2001
1875663,"Glanzlichter der Ballettmusik",867472,Compilation,Album,1988
1901694,"Royal Liverpool Philharmonic Orchestra",391688,Compilation,Album,2006
2159331,"The Triumph of Tchaikovsky",1,Compilation,Album,2010
2181838,"Brian Sharp Plays Light Classics",2014144,Compilation,Album,NULL
2221445,"Burn (live)",810641,Live,Album,2019
278786,"Chess (2002 Swedish cast)",825493,Soundtrack,Album,2002
1371827,"The Sound of Music: London Palladium Cast Recording",952677,Soundtrack,Album,2006
99106,"Silent Hill 2",62467,Soundtrack,Album,2001
848354,"Samson et Dalila",2478467,Compilation,Album,1992
848354,"Samson et Dalila",2478467,Live,Album,1992
1222538,"Thriller Recovered",1092748,Compilation,Album,2012
279106,"The Big Dawg",1,Compilation,Album,2004
286527,"Heavy Classix V2",1,Compilation,Album,1994
299338,"Absolute Hits 2004",1,Compilation,Album,2004
313864,"Reader's Digest: 250 Years of Great Music",1,Compilation,Album,1992
402929,"Black Winter Party",1,Compilation,Album,2005
557445,"Teldec Classics 98/99",1,Compilation,Album,1998
567001,"Mad About Mad About",1,Compilation,Album,1994
649020,"The Best of Tchaikovsky, Volume 2",122653,Compilation,Album,NULL
678922,"Klara top75, part 3",1,Compilation,Album,2007
838462,"R&B Collection Summer 2009",1,Compilation,Album,2009
997871,"Classic Moments",1,Compilation,Album,1996
999667,"1994-03-14: Huntridge Theatre, Las Vegas, NV, USA",347,Live,Album,NULL
1027716,"2000-05-07: New York, NY, USA",347,Live,Album,NULL
1040548,"Living Stereo: 60 CD Collection",1,Compilation,Album,2010
1117671,"Classic Christmas",1,Compilation,Album,2002
1165128,"Hip Hop Anthology",1,Compilation,Album,2009
1263972,"Essential Piano",1,Compilation,Album,2010
1274751,"Strange Clouds",57186,Mixtape/Street,Album,2011
1275634,"The City of Dope, Volume 1",52157,Mixtape/Street,Album,2007
1296736,"Sounds of Miami, Volume 4: So Ambitious",346180,DJ-mix,Album,2010
1296736,"Sounds of Miami, Volume 4: So Ambitious",346180,Mixtape/Street,Album,2010
1348972,"Violoncelle â€” Son cÅ“ur ne bat que pour vous",1223975,Compilation,Album,1996
1422271,"Romeo and Juliet",855665,Compilation,Album,2000
1454545,"Piano by Starlight",1298824,Compilation,Album,1995
1582666,"Playtime Classical",1298824,Compilation,Album,2002
1658689,"Sampler 1",1298824,Compilation,Album,NULL
1662235,"Ballet Suites",855665,Compilation,Album,1989
1710599,"Cziffra Edition, Vol. 3 : Liszt / TchaÃ¯kovsky",2484401,Compilation,Album,1994
1784225,"Acoustic Recordings 1901-1924",1,Compilation,Album,2010
1886840,"Sounds of Silence",707151,Compilation,Album,2012
1918456,"Just Chillinâ€™",1,Compilation,Album,2016
1918456,"Just Chillinâ€™",1,DJ-mix,Album,2016
2152212,"Itzhak Perlman Collection, Volume 16: Piano Trio / MÃ©ditation / SÃ©rÃ©nade mÃ©lancolique",2505240,Compilation,Album,1995
2168297,"In Yeezus Name (Mixtape)",127482,Mixtape/Street,Other,2015
699845,"The Formula",24013,Soundtrack,Album,1981
1494654,"The A.R. Street Album",343371,Compilation,Album,2012
90907,"The Great Classical Collection",1,Compilation,Album,NULL
94318,"DJ Clue: Hate Me Now, Part 2",1,Mixtape/Street,Album,NULL
115777,"The Best Of Pyotr Ilyich Tchaikovsky",122653,Compilation,Album,1991
143874,"25 Sentimental Favorites",1,Compilation,Album,1996
567079,"The Best of Tchaikovsky",122653,Compilation,Album,1997
663572,"Now Thatâ€™s What I Call Music! 26",1,Compilation,Album,2007
701494,"Mastermix: Pro Disc 91",1,Compilation,Album,2008
709967,"Les Grands Classiques dâ€™Edgar",1,Compilation,Album,2007
731126,"Joyas de la Musica, Volume 25",1,Compilation,Album,NULL
841473,"Klara Top 75: 2008",1,Compilation,Album,2007
900300,"Classics for Pleasure, Volume 4",1,Compilation,Album,1983
999670,"1994-05-21: Barrowlands, Glasgow, UK",347,Live,Album,NULL
1030353,"Promo Only: Mainstream Radio, January 2011",1,Compilation,Album,2010
1038203,"Best of Classical",1,Compilation,Album,2000
1063031,"Trumpf: Edle Tropfen â™¦ Edle KlÃ¤nge (Edition Nr. 5)",1,Compilation,Album,2008
1117078,"Ultimate Cello Classics: The Essential Masterpieces",1,Compilation,Album,2007
1196604,"Pianist of the Century",851190,Compilation,Album,2009
1385300,"Classical: Works of the Great Masters",1298824,Compilation,Album,2006
1430579,"Chasing The Dragon - Audiophile Recordings By Mike Valentine",1298824,Compilation,Album,NULL
1511985,"A Festival of Classics",1298824,Compilation,Album,1995
1528729,"Promo Only: Mainstream Radio, March 2015",1298824,Compilation,Album,2015
1531283,"The History of Classical Music, Part 3: Early to Late Romantic: From Berlioz to Tchaikovsky",1298824,Compilation,Album,2013
1652471,"The Month Feb 04 - Smile",1298824,Compilation,Other,2004
1652471,"The Month Feb 04 - Smile",1298824,Spokenword,Other,2004
1657461,"Classics for Lovers",1298824,Compilation,Album,1995
1752373,"Prelude to Desire",1,Compilation,Album,2001
1762402,"Classical Evergreens",1,Compilation,Album,2010
1764020,"Russian Spectacular",1,Compilation,Album,2005
2091723,"1999 (Alphalove remix)",2293724,Remix,Single,2018
2091728,"1999 (Carta remix)",2293724,Remix,Single,2018
2091731,"1999 (R3HAB remix)",2293724,Remix,Single,2018
2091785,"1999 (EASYFUN remix)",2293724,Remix,Single,2018
2091788,"1999 (Michael Calfan remix)",2293724,Remix,Single,2018
551440,"Konzert und â€œRegenliedâ€Sonateâ€ fÃ¼r Violine",1449538,Compilation,Album,1991
551480,"Konzert fÃ¼r Klavier und Orchester / Peer Gynt Suite no. 1 / Peer Gynt Suite no. 2",2276879,Compilation,Album,1994
554966,"Symphonie no. 4 â€œItalienischeâ€ / Ouverture â€œDie Hebridenâ€ / Ein Sommernachtstraum (auszÃ¼ge)",1261901,Compilation,Album,1993
555670,"Symphonie no. 4 / 150. Psalm",1854084,Compilation,Album,1993
555686,"Mazurkas / Waltzes / Scherzi / Polonaise no. 6 / Ballade no. 1",1059038,Compilation,Album,1993
559642,"Klavierkonzert / Kinderszenen / Carnaval",1923205,Compilation,Album,1993
1276252,"Piano Concerto no. 1 / Sonata in B minor / Hungarian Rhapsody no. 6 / AnnÃ©es de PÃ¨lerinage (excerpts)",1720892,Compilation,Album,1993
1764387,"OuvertÃ¼re â€œ1812â€ / Romeo und Julia / Streicherserenade",2113436,Compilation,Album,1993
62916,"Compositores 2",122653,Compilation,Album,NULL
166077,"1994-05-04: Self Destruction Men: Houston, TX, USA",347,Live,Album,NULL
241653,"As Heard on Radio Soulwax, Part 5",1158368,DJ-mix,Album,2002
350557,"Tchaikovsky: Piano Concerto no. 1 / Rachmaninoff: Piano Concerto no. 2",979929,Compilation,Album,1993
356591,"The Classic Experience",1,Compilation,Album,NULL
482861,"Promo Only: Mainstream Radio, February 2006",1,Compilation,Album,2006
525905,"The Essentials Collection",1,Compilation,Album,2006
525905,"The Essentials Collection",1,DJ-mix,Album,2006
598537,"Tchaikovsky (New York Philharmonic)",122653,Compilation,Album,NULL
663996,"Bravo: The Hits 2007",1,Compilation,Album,2007
711653,"Historical Russian Archives: Alexander Gauk Edition",1170864,Compilation,Album,2007
726595,"Blockbusters From the Movies",1,Compilation,Album,1995
811704,"Power Classics: Classical Music For Your Active Lifestyle, Volume 3",1,Compilation,Album,1994
900304,"Classics for Pleasure, Volume 5",1,Compilation,Album,1983
934135,"Das Beste aus der Klassiksammlung",1,Compilation,Album,2002
973553,"Classics for "Spring"",1,Compilation,Album,NULL
1045711,"Sony Essential Classics Collection",1,Compilation,Album,1996
1088282,"Bruch: Violin Concerto / Tchaikovsky: Violin Concerto",2038699,Compilation,Album,1992
1205611,"Classic CD, Volume 33",1,Compilation,Album,1993
1373793,"The Best of Tchaikovsky",855665,Compilation,Album,1992
1467846,"Discover the Symphony",1298824,Compilation,Album,1998
1563556,"The Heifetz Collection, Volumes 11-15: The Concerto Collection",1530685,Compilation,Album,1994
1565903,"TomorrowWorld 2015: The Experience",1298824,Mixtape/Street,Album,2015
1567353,"The Perlman Edition: Violin Concertos",1536596,Compilation,Album,2003
1606244,"Halo Iâ€“IV",347,Compilation,Album,2015
1817364,"100 ThÃ¨mes",1,Compilation,Album,1995
77831,"The James Bond Themes",1433464,Compilation,Album,1991
1933815,"Sound Effects 5: For Movies and Videos",105725,Compilation,Album,1992
563451,"Shadyville Ent & DJ John John present: The Day After Tomorrow",474336,Compilation,Album,NULL
611932,"Remixes Compiled",62241,Compilation,Album,2007
611932,"Remixes Compiled",62241,Remix,Album,2007
637388,"Promo Only: Urban Club, February 2007",1,Compilation,Album,2007
678966,"Klara top75, part 4",1,Compilation,Album,2007
688152,"Selected Works by Ten Classical Masters",1,Compilation,Album,1998
725463,"Promo Only: Mainstream Club, July 2008",1,Compilation,Album,2008
757720,"Les plus belles pages de la musique russe",1,Compilation,Album,2001
772725,"Classic FM: Smooth Classics: The Ultimate Collection",1,Compilation,Album,2008
775526,"Symphonies nos. 4, 5 & 6 "PathÃ©tique"",1005248,Compilation,Album,1997
825749,"Orchestral Fireworks",1,Compilation,Album,NULL
858545,"Great Romantic Classics",1,Compilation,Album,1998
887167,"Promo Only: Urban Radio, September 2009",1,Compilation,Album,2009
906238,"Joyas de la MÃºsica, Volume 14",1,Compilation,Album,NULL
991819,"The Great Concertos",1,Compilation,Album,NULL
999672,"1994-11-02: Lloyd Nobel Center, University of Oklahoma, Oklahoma City, OK, USA",347,Live,Album,NULL
1021094,"The Sims 3 + World Adventures + High-End Loft Stuff Pack",1,Soundtrack,Album,NULL
1039858,"Classic Feelings",1,Compilation,Album,1996
1097460,"Yehudi Menuhin: The Album",186223,Compilation,Album,1998
1125648,"Classical Love Collection, Volume 2",1,Compilation,Album,2003
1140631,"Greatest Hits",347,Compilation,Album,2008
1151622,"Stress bewÃ¤ltigen",1,Compilation,Album,NULL
1180386,"Australian InterVarsity Choral Festivals, The First 50 Years",479271,Compilation,Album,NULL
1227981,"Sinfonia no. 6 "PatÃ©tica" / Romeu e Julieta, fantasia e abertura",122653,Compilation,Album,1996
1405585,"Essential Classical",1298824,Compilation,Album,2013
1626549,Barcarolle,10239,Compilation,Album,1990
1890985,"Festliche Ballettmusik zur Weihnachtszeit",1,Compilation,Album,NULL
1914269,"Karajan-Edition: 100 Meisterwerke",2146500,Compilation,Album,1990
1969556,10,2215577,Compilation,Album,2002
2003877,"Quiet Moods",1,Compilation,Album,2003
386211,"Mozart: Violinkonzert Nr. 5 KV 219 / Mendelssohn Bartholdy: Violinkonzert",2147711,Compilation,Album,1982
107771,"The Powerpuff Girls: Heroes & Villains",1,Soundtrack,Album,2000
437387,Deceiver,1833571,Soundtrack,Album,1997
630517,"Ultra.Weekend 3",1220437,Compilation,Album,2007
630517,"Ultra.Weekend 3",1220437,DJ-mix,Album,2007
654474,"Transformers: The Score",244460,Soundtrack,Album,2007
676319,Ultra.2008,1,Compilation,Album,2007
1263520,"Pain & Gain",244460,Soundtrack,Album,2013
1420608,"Transformers: Age of Extinction: The Score",244460,Soundtrack,Album,2014
78528,"Maailman kauneinta taidemusiikkia",1,Compilation,Album,2001
92891,"Tchaikovsky at Tea Time",122653,Compilation,Album,1996
261229,"Classical Favourites",1,Compilation,Album,1999
439918,"Promo Only: Modern Rock Radio, August 2005",1,Compilation,Album,2005
505911,"Best-Loved Classics 7",1,Compilation,Album,1992
744758,"The Best of Russian Classics",1,Compilation,Album,2008
788119,"Music Box, Volume 3",1,Compilation,Album,2009
819558,"GhostDeini the Great",121932,Compilation,Album,2008
842830,"2008-12-05: Lights Over Victoria: Save on Foods Memorial Centre, Victoria, BC, Canada",347,Live,Album,NULL
970919,"De Maxx Long Player 18",1,Compilation,Album,2010
1030543,"The Great Ballets: The Nutcracker / Sleeping Beauty / Swan Lake",1431693,Compilation,Album,2010
1040884,"Famous Classics, Volume 2",1,Compilation,Album,1992
1258664,"Classics for Relaxation",1,Compilation,Album,2006
1506637,"Essential R&B 2015",1298824,Compilation,Album,2014
1774097,"Golden Classics, Vol. 2",1088186,Compilation,Album,1994
1828113,"Certified Trap",2029489,Mixtape/Street,Album,2012
1870041,"Romeo and Juliet: Fantasy Overture (1869 version) / Hamlet: Overture and Incidental Music",2088712,Compilation,Album,1993
435305,"Visions of the Tenth Chamber",394557,Compilation,Album,2000
1186377,"Xfm Mix: Jacques Greene",770163,Compilation,Broadcast,2011
1186377,"Xfm Mix: Jacques Greene",770163,DJ-mix,Broadcast,2011
1197447,"Jacques Greene for Tsugi",770163,Compilation,Album,2012
1197447,"Jacques Greene for Tsugi",770163,DJ-mix,Album,2012
445905,Cinema,138520,Soundtrack,Album,2005
768359,Playhard,1,Compilation,Album,1999
1355991,Inflight,1288602,DJ-mix,Album,2013
1355991,Inflight,1288602,Mixtape/Street,Album,2013
1545994,"Miss Independant Part Two",262731,Mixtape/Street,Album,NULL
947924,"A Tribute to Mudvayne",2240814,Compilation,Album,2003
51426,"Russian Masterpieces",1,Compilation,Album,1996
91422,"1812 Overture / Capriccio italien / Slavonic March / Francesca da Rimini",1660130,Compilation,Album,1984
104032,"Midnight Classics",1,Compilation,Album,2000
134462,"The Simply Classical Collection, Volume II: Relaxing",1,Compilation,Album,NULL
240834,"Violin Concerto Op. 35 / Capriccio Italien / Francesca da Rimini",994787,Compilation,Album,1993
260746,"Shades of Autumn",1,Compilation,Album,1997
346427,"Ultra Rare Trax, Volume 2",347,Compilation,Album,NULL
634351,"Marches: The Greatest Hits",1,Compilation,Album,1994
828525,"Now Thatâ€™s What I Call Music! 30",1,Compilation,Album,2009
917616,"Piano les plus belles mÃ©lodies",1,Compilation,Album,1999
922175,"Ouverture 1812 / Capriccio Italien / Romeo & Julia",1256939,Compilation,Album,1990
1241666,"Der Rosenkavalier Suite / Bolero / Romeo and Juliet Overture-Fantasy",1288052,Compilation,Album,1990
1245255,Hi.,1132577,Mixtape/Street,Album,2009
1253856,"Le violon roi",529857,Compilation,Album,2013
1276418,"Symphony no. 1 "Winter Daydreams" / Symphony no. 6 "PathÃ©tique"",1139442,Live,Album,2009
1314020,"Les Grands ThÃ¨mes Classiques Dans La pub",1,Compilation,Album,NULL
1345532,"Adagio: Music To Free Your Mind",1274048,Compilation,Album,2013
1399437,"The Oliver Stone Connection",1298824,Compilation,Album,1998
1399437,"The Oliver Stone Connection",1298824,Soundtrack,Album,1998
1399437,"The Oliver Stone Connection",1298824,Interview,Album,1998
1442676,"Girl Trapz, Volume Four",1371460,DJ-mix,Album,2013
1442676,"Girl Trapz, Volume Four",1371460,Mixtape/Street,Album,2013
1891409,"Meisterwerk der Klassik",1,Compilation,Album,1992
1912754,"Selected Classics - Das Beste Der Klassik 2009",1,Compilation,Album,2009
1014625,"MTV Unplugged: Above and Beyond",105978,Live,Album,2010
893273,"Toolroom Knights, Volume 1",1,Compilation,Album,2007
417872,"Soul Shake Down Party",232732,Compilation,Album,2001
1955410,"The Andrew Lloyd Webber Collection 1",2196666,Compilation,Album,1994
1956232,"The Music of Lennon & McCartney",412382,Compilation,Album,1994
2091601,Boys,2354753,Compilation,Album,NULL
218427,"Marko Munih : Le Lac des Cygnes / Casse Noisette",122653,Compilation,Album,NULL
308192,"2005 GRAMMY Nominees",1,Compilation,Album,2005
509624,"Rudolf Albert Conducting the Cento Soli Orchestra of Paris",1421115,Compilation,Album,NULL
517781,"Pure Relaxation Moods",1,Compilation,Album,2005
659750,"Drive Slow the Mixtape",1,Compilation,Album,2006
772567,"Capriccio Italien / Symphony From the New World",2122575,Compilation,Album,1994
792803,"Night Music 6",1,Compilation,Album,1991
932886,"Sergiu Celibidache: 10 CD-Set",1287833,Compilation,Album,2008
1019310,"High Fidelity Reference CD No. 45",1,Compilation,Album,1999
1140102,"Songs About Love",1,Compilation,Album,2010
