id,release,format,artist_credit,release_group,language
377497,377434,CD,1084647,705169,English
377508,377434,CD,1084647,705169,English
377642,377642,CD,1003812,661294,English
377769,1031459,CD,516818,778406,Spanish
377827,377827,CD,16187,705417,English
377879,377879,CD,1655,44496,English
378043,378043,CD,1069260,705628,English
378086,378086,CD,1,705667,English
378179,378179,CD,42944,641768,English
378290,378290,CD,1,705822,English
378312,378312,"Enhanced CD",1994,436833,English
378322,378326,CD,1,705858,English
378324,378326,CD,1,705858,English
378326,378326,CD,1,705858,English
378806,378806,CD,1252951,706268,English
378899,378899,CD,2047276,831908,English
378938,378938,CD,112760,257355,English
378955,378955,CD,1,708345,English
379006,378955,CD,1,708345,English
379015,378955,CD,1,708345,English
379028,379028,CD,1525095,126542,English
379094,378955,CD,1,708345,English
379104,379104,CD,1,706502,English
379155,379155,CD,88049,266833,English
379181,379181,"Enhanced CD",31856,164356,English
379328,379328,CD,89,760331,English
379454,378955,CD,1,708345,English
379576,379576,CD,289418,703122,English
379601,379601,CD,1,298447,English
379642,379642,CD,40901,695807,English
379823,379823,CD,238358,707018,"[Multiple languages]"
380025,380025,"Digital Media",347,707201,English
380147,378955,CD,1,708345,English
380224,380224,CD,1,707409,English
380369,376715,CD,167543,696395,English
380459,380459,Vinyl,347,707627,English
380461,380461,"10" Vinyl",347,707628,English
380608,380608,CD,5033,24640,English
380629,380629,CD,2997,150535,English
380681,235231,CD,1,152812,English
380694,380695,DVD,93,131017,English
380695,380695,CD,93,131017,English
380820,380820,CD,1,117215,English
381050,381050,CD,1352,32428,English
381052,381052,CD,14373,86696,English
381053,381052,CD,14373,86696,English
381124,381124,CD,14373,216395,English
381239,381239,"12" Vinyl",4690,708206,English
381299,378955,CD,1,708345,English
381336,381336,"12" Vinyl",2259,708275,English
381338,381336,"12" Vinyl",2259,708275,English
381455,378955,CD,1,708345,English
381725,379823,CD,238358,707018,"[Multiple languages]"
381825,378955,CD,1,708345,English
382015,382015,CD,447,161320,English
382339,382339,CD,22396,180483,English
382390,382390,CD,51478,665583,English
382414,393706,CD,1160385,718340,English
382439,382439,CD,30524,709122,English
382449,382449,CD,1,857820,French
382458,382449,CD,1,857820,French
382478,382478,CD,1342964,709154,Latin
382479,382449,CD,1,857820,French
382494,382449,CD,1,857820,French
382534,382534,CD,30719,168524,English
382668,382449,CD,1,857820,French
382715,382715,"12" Vinyl",1140580,313461,English
382785,382785,CD,869503,709443,English
382939,382939,CD,6049,374823,English
383089,383089,CD,1295794,477958,English
383093,383089,CD,1295794,477958,English
383094,382449,CD,1,857820,French
383095,383089,CD,1295794,477958,English
383096,383089,CD,1295794,477958,English
383097,383089,CD,1295794,477958,English
383098,383089,CD,1295794,477958,English
383175,383175,HDCD,1135,95922,English
383550,383550,CD,1,709967,French
383565,383565,CD,89,760331,English
383715,383715,CD,9185,710105,English
383754,383754,CD,347,657059,English
383761,383761,"Digital Media",347,710147,English
383789,383789,CD,2129,718924,English
383855,383855,CD,1,135863,English
383932,383932,CD,9202,701492,English
384152,384152,"Hybrid SACD",967377,588590,English
384427,378955,CD,1,708345,English
384431,384431,CD,38843,785737,English
384673,378955,CD,1,708345,English
384679,378955,CD,1,708345,English
384695,378955,CD,1,708345,English
384707,378955,CD,1,708345,English
384713,378955,CD,1,708345,English
384748,384748,CD,122653,710921,English
384750,384748,CD,122653,710921,English
384751,384751,CD,1023297,710922,Spanish
384786,384786,"Digital Media",894367,667548,English
384897,384897,"Digital Media",347,711036,English
384998,384998,"12" Vinyl",7639,236897,English
385044,385044,CD,7639,14431,English
385069,385069,CD,45777,75033,English
385097,378955,CD,1,708345,English
385121,378955,CD,1,708345,English
385166,385166,Vinyl,1,711248,German
385190,385190,CD,7639,236897,English
385302,385302,CD,1,766930,English
385304,385302,CD,1,766930,English
385705,378955,CD,1,708345,English
385734,385734,CD,30719,111573,English
385740,385740,CD,2480036,711618,English
385753,385753,CD,1614,74996,English
385856,385856,CD,1234915,711732,English
385861,385861,"Enhanced CD",1234915,227455,English
385915,385915,CD,20049,149926,English
385986,385986,CD,1,711814,German
386457,378955,CD,1,708345,English
386521,386521,CD,523154,712287,English
386561,386561,"12" Vinyl",22990,712317,English
387057,387057,CD,2779,116217,English
387170,387170,"12" Vinyl",21536,787399,English
387232,387232,CD,1352,32428,English
387233,387233,CD,1352,32428,English
387234,387234,CD,1352,32428,English
387246,387246,Vinyl,1352,32428,English
387248,387248,CD,1352,32428,English
387250,387250,CD,1352,32428,English
387253,387253,CD,1352,32428,English
387256,387256,CD,1352,32428,English
387805,387805,CD,1,676319,English
387806,387805,CD,1,676319,English
387922,387922,CD,2102,11224,English
388246,388246,CD,210591,713733,English
388257,388257,"12" Vinyl",1056452,713741,English
388638,388638,CD,282823,714115,German
388658,303385,CD,815,640240,English
388662,388662,CD,2259,714136,English
388663,388662,CD,2259,714136,English
389089,389089,CD,64935,222205,English
389206,389206,CD,2490687,714584,English
389299,389299,CD,55478,554665,English
389306,389306,CD,8518,15900,English
389413,389413,"Enhanced CD",168541,714733,English
389477,389477,CD,524634,714793,English
389486,389486,CD,524641,714801,"[Multiple languages]"
389550,389550,CD,1,698430,English
389671,389671,CD,1036158,18407,English
391116,391116,CD,1,716372,English
391141,391141,CD,973250,716386,German
391251,391251,CD,49838,169967,English
391300,391300,CD,1875746,170845,German
391339,393706,CD,1160385,718340,English
391407,391407,"Digital Media",347,716592,English
391559,391559,CD,48734,559215,English
391979,391979,CD,1,717035,English
391982,391979,CD,1,717035,English
391984,391979,CD,1,717035,English
392153,392153,CD,869503,717111,English
392164,392164,CD,973250,717123,German
392305,392305,"12" Vinyl",873457,334890,English
392306,392305,"12" Vinyl",873457,334890,English
392355,392355,CD,89,760331,English
392407,392407,CD,143613,557838,English
392444,392444,CD,89,122631,English
392529,392529,CD,437457,623464,English
392530,392530,"Digital Media",437457,623464,English
392531,392531,"12" Vinyl",437457,623464,English
392535,392535,CD,971004,717422,"[Multiple languages]"
392569,392569,"7" Vinyl",137578,717450,English
392790,392790,CD,20660,43610,English
393313,393313,CD,1172737,542252,Spanish
393440,393440,"12" Vinyl",347,763126,English
393494,393494,"12" Vinyl",1060,588390,English
393499,393499,CD,990479,1514655,English
393554,393554,CD,255,128769,English
393693,393693,"Digital Media",459663,808156,English
393694,393694,Vinyl,459663,808156,English
393704,393704,Vinyl,9386,389845,English
393706,393706,CD,1160385,718340,English
393708,393706,CD,1160385,718340,English
393710,393706,CD,1160385,718340,English
393713,393706,CD,1160385,718340,English
393720,393706,CD,1160385,718340,English
393725,393706,CD,1160385,718340,English
393730,393706,CD,1160385,718340,English
393733,393706,CD,1160385,718340,English
393756,393756,CD,1160385,718449,English
393778,393756,CD,1160385,718449,English
393789,393756,CD,1160385,718449,English
393808,393756,CD,1160385,718449,English
393823,393756,CD,1160385,718449,English
393854,393756,CD,1160385,718449,English
393865,393756,CD,1160385,718449,English
393880,393756,CD,1160385,718449,English
393891,393756,CD,1160385,718449,English
393903,393756,CD,1160385,718449,English
393936,393936,CD,1,718479,"[Multiple languages]"
393939,393939,CD,1,295079,English
394082,983882,CD,1398,719972,English
394153,392164,CD,973250,717123,German
394158,392164,CD,973250,717123,German
394161,392164,CD,973250,717123,German
394517,983882,CD,1398,719972,English
394672,394672,CD,34,30151,German
394679,394679,CD,34,604974,German
395019,395019,CD,1074026,719377,English
395021,395021,"12" Vinyl",1074026,719377,English
395022,395022,Vinyl,1074026,719377,English
395056,395056,CD,1,771783,English
395133,395133,CD,1040577,720065,English
395143,395133,CD,1040577,720065,English
395248,395248,CD,1000,972800,English
395311,395133,CD,1040577,720065,English
395316,395133,CD,1040577,720065,English
395335,395335,CD,294114,417513,Spanish
395461,395461,CD,1,719703,K̦lsch
395463,395461,CD,1,719703,K̦lsch
395639,395639,Vinyl,981953,719848,German
395649,395649,"12" Vinyl",31371,719871,English
395656,395656,"12" Vinyl",440457,719877,English
395733,395734,"12" Vinyl",118992,342884,English
395734,395734,"12" Vinyl",118992,342884,English
395766,395766,CD,1466682,719948,French
395793,983882,CD,1398,719972,English
395842,983882,CD,1398,719972,English
395864,395133,CD,1040577,720065,English
395875,395133,CD,1040577,720065,English
395882,395133,CD,1040577,720065,English
395889,395133,CD,1040577,720065,English
395894,395133,CD,1040577,720065,English
395897,395133,CD,1040577,720065,English
395911,395911,CD,1170852,720101,English
395935,395911,CD,1170852,720101,English
395944,395911,CD,1170852,720101,English
395958,395911,CD,1170852,720101,English
395963,395911,CD,1170852,720101,English
396102,395911,CD,1170852,720101,English
396106,396106,CD,863253,720250,English
396110,396110,"12" Vinyl",14869,143027,English
396111,396111,CD,14869,143027,English
396112,396106,CD,863253,720250,English
396116,396106,CD,863253,720250,English
396124,396106,CD,863253,720250,English
396125,396125,CD,972802,720238,English
396136,396106,CD,863253,720250,English
396141,396106,CD,863253,720250,English
396145,396106,CD,863253,720250,English
396200,396200,CD,1084647,720460,English
396207,396200,CD,1084647,720460,English
396222,396200,CD,1084647,720460,English
396231,396200,CD,1084647,720460,English
396242,396200,CD,1084647,720460,English
396314,396314,CD,9156,144337,English
396392,396392,CD,89,760331,English
396441,396441,"12" Vinyl",147183,387624,English
396453,396200,CD,1084647,720460,English
396469,396200,CD,1084647,720460,English
396473,396200,CD,1084647,720460,English
396475,396200,CD,1084647,720460,English
396476,396200,CD,1084647,720460,English
396479,396479,CD,1264524,720461,German
396482,396873,CD,9396,722226,English
396724,396724,CD,9156,287539,English
396798,396798,CD,918,55249,English
396801,396801,CD,945765,1089772,"[Multiple languages]"
396836,396836,CD,1,720667,English
396868,396868,CD,1,720702,English
396873,396873,CD,9396,722226,English
396880,396873,CD,9396,722226,English
396885,396873,CD,9396,722226,English
396888,396873,CD,9396,722226,English
396893,396873,CD,9396,722226,English
396908,396873,CD,9396,722226,English
396913,397263,"12" Vinyl",3544,6468,English
396915,396915,CD,3544,6468,English
397131,397131,CD,9156,205890,English
397150,397150,CD,1,720960,Dutch
397153,397150,CD,1,720960,Dutch
397155,397150,CD,1,720960,Dutch
397251,397251,CD,524641,721051,English
397256,397261,"Digital Media",3544,6468,English
397257,397262,CD,3544,6468,English
397261,397261,"Digital Media",3544,6468,English
397262,397262,CD,3544,6468,English
397263,397263,"12" Vinyl",3544,6468,English
397374,397374,"12" Vinyl",456055,721151,English
397378,397378,"12" Vinyl",6507,721154,English
397414,397414,"12" Vinyl",1527645,721186,English
397574,397574,CD,42,36982,English
397575,397575,CD,42,36982,English
397576,397576,CD,42,36982,English
397577,397577,CD,42,36982,English
397664,397664,"12" Vinyl",54318,721379,English
397843,397843,CD,47724,192447,English
398015,398015,CD,2258693,721661,English
398315,398315,CD,38649,652486,English
398318,398315,CD,38649,652486,English
398395,396915,CD,3544,6468,English
398620,398620,CD,1028482,722145,Latin
398624,398624,CD,1,722149,English
398690,396873,CD,9396,722226,English
398698,396873,CD,9396,722226,English
398711,396873,CD,9396,722226,English
398714,398714,"Enhanced CD",67210,328058,English
398717,398717,CD,1614136,265665,English
398777,398777,CD,104711,228518,English
398987,398987,CD,249,23624,English
398988,398988,CD,249,98967,English
399030,399030,CD,90108,780374,German
399077,399839,CD,1170854,723459,English
399089,399839,CD,1170854,723459,English
399097,399839,CD,1170854,723459,English
399101,399839,CD,1170854,723459,English
399102,399102,CD,1,722590,English
399108,399839,CD,1170854,723459,English
399119,399792,CD,93299,723258,French
399131,399792,CD,93299,723258,French
399138,399138,CD,833058,723433,English
399140,399140,CD,2058631,722624,English
399284,399284,CD,398802,722758,"[Multiple languages]"
399309,399309,CD,1,722791,English
399525,399525,CD,838,268584,English
399576,399576,CD,989878,723026,English
399646,399646,CD,1279555,723084,English
399715,399715,CD,2016925,723158,English
399720,399720,CD,1,723165,English
399792,399792,CD,93299,723258,French
399803,399792,CD,93299,723258,French
399812,399792,CD,93299,723258,French
399822,399792,CD,93299,723258,French
399829,399792,CD,93299,723258,French
399839,399839,CD,1170854,723459,English
399854,399839,CD,1170854,723459,English
399864,399839,CD,1170854,723459,English
399955,399955,CD,459663,808156,English
400004,400004,CD,1,723415,English
400006,400006,CD,1,723417,English
400021,399138,CD,833058,723433,English
400023,399138,CD,833058,723433,English
400027,399138,CD,833058,723433,English
400046,399839,CD,1170854,723459,English
400047,399839,CD,1170854,723459,English
400172,399715,CD,2016925,723158,English
400174,400174,CD,1002639,720161,English
400405,400405,"Digital Media",347,723743,English
400424,400424,CD,2429,30981,English
400776,400776,CD,3020,98546,English
400800,400800,CD,1763,699016,English
400854,400854,CD,1872011,167865,German
400894,400894,"12" Vinyl",242,724120,English
400895,400894,"12" Vinyl",242,724120,English
400946,400946,"12" Vinyl",242,673054,English
400950,400950,"12" Vinyl",242,117511,English
400954,400954,"12" Vinyl",242,117511,English
400955,400956,"12" Vinyl",242,117509,English
400956,400956,"12" Vinyl",242,117509,English
400979,400979,"12" Vinyl",44954,121090,English
401026,401026,CD,1,108327,English
401154,401154,CD,2493253,724338,English
401312,401312,"Digital Media",89,760331,English
401372,401372,CD,63435,755474,Swedish
401421,401421,CD,2265096,724597,English
401466,401466,CD,2537019,724627,English
401637,401637,CD,1,724759,English
401725,401725,CD,10239,724841,German
401730,401730,CD,1623468,832455,English
401820,401820,"12" Vinyl",91942,724925,English
401977,401977,CD,2129,718924,English
402123,402123,CD,1,725205,English
402126,402126,CD,1,725208,English
402173,402173,"12" Vinyl",347,699550,English
402175,402173,"12" Vinyl",347,699550,English
402176,402173,"12" Vinyl",347,699550,English
402201,402201,CD,525,180224,English
402202,402202,CD,525,180224,English
402258,402258,CD,1,725330,English
402355,402355,CD,1005248,725417,English
402378,402378,CD,52599,1046315,English
402421,402428,CD,1,725463,English
402428,402428,CD,1,725463,English
402631,402631,"Digital Media",1399404,725667,"[Multiple languages]"
402661,402661,CD,2238572,725692,English
402742,402742,CD,996648,725756,English
402785,402785,CD,1071248,92694,English
402786,402786,CD,1,716399,English
402789,402789,CD,1061181,465371,English
402790,402789,CD,1061181,465371,English
402791,402789,CD,1061181,465371,English
402792,402789,CD,1061181,465371,English
402794,402789,CD,1061181,465371,English
402797,402789,CD,1061181,465371,English
402798,402789,CD,1061181,465371,English
402839,402839,"12" Vinyl",33120,1128908,English
402894,399720,CD,1,723165,English
402920,402920,CD,1446380,725935,English
402922,402922,CD,968683,725937,German
403022,403022,CD,32618,726034,French
403156,403156,"12" Vinyl",2129,718924,English
403157,403157,"Digital Media",2129,718924,English
403309,403309,CD,1556135,726245,English
403312,403312,CD,1255160,726246,English
403389,403389,CD,163058,725845,English
403478,403478,CD,2543952,726360,English
403721,403721,CD,9163,58440,English
403769,403769,CD,1,726575,English
403779,403779,CD,1,288368,English
403782,403779,CD,1,288368,English
403789,403789,CD,1,726595,English
403798,403798,CD,2342087,733686,English
403804,403798,CD,2342087,733686,English
403815,403798,CD,2342087,733686,English
403829,403829,CD,122653,726633,English
403833,403833,CD,1427668,726636,English
403834,403833,CD,1427668,726636,English
403839,403833,CD,1427668,726636,English
403844,403833,CD,1427668,726636,English
403846,403846,CD,2043664,726651,English
403848,403848,CD,2490318,726653,English
403849,403849,CD,122653,726654,English
403854,403854,CD,1346833,164613,English
403855,403855,CD,1346833,164613,English
403857,403857,CD,1346833,726657,English
403858,403858,CD,1346833,726657,English
403860,403860,CD,986125,215367,English
403861,403860,CD,986125,215367,English
404216,404216,CD,1330581,726955,English
404220,404220,CD,1,726959,English
404240,404240,CD,1,726973,English
404242,404242,CD,1,726975,English
404247,404247,CD,1,726978,English
404262,404262,CD,1,726994,English
404316,404316,Vinyl,47412,78434,English
404317,404317,CD,47412,78434,English
404475,404475,CD,1224,157610,English
404517,404517,CD,1224,67811,English
404775,404775,CD,240486,728259,English
405007,405007,CD,347,691680,English
405008,405007,CD,347,691680,English
405187,405187,CD,1953702,727683,English
405205,405205,CD,2129,718924,English
405250,405250,CD,124840,162862,English
405359,1685869,CD,1298824,671475,"[Multiple languages]"
405528,128147,CD,525,244953,English
405546,383550,CD,1,709967,French
405610,405610,"Digital Media",359330,727998,English
405847,405847,CD,504859,728205,English
405907,405907,CD,240486,728259,English
405908,405908,CD,240486,728259,English
405909,405909,CD,240486,728259,English
405910,405910,CD,240486,728259,English
405915,405915,CD,240486,728259,English
406006,406006,DualDisc,8523,15913,English
406012,406012,CD,48734,559215,English
406020,406020,"Enhanced CD",9751,239318,English
406424,406424,Vinyl,347,711036,English
406425,406425,"12" Vinyl",347,711036,English
406487,406487,CD,191,52755,English
406496,406496,CD,191,61997,English
406505,406496,CD,191,61997,English
406517,406517,CD,2545146,728691,English
406532,406532,CD,191,40085,English
406603,406603,CD,1422210,728777,German
406652,406652,CD,37430,493895,English
406860,406860,"12" Vinyl",1053433,728983,English
406883,406883,CD,829820,838291,English
406946,406946,CD,1,729029,English
407031,407031,"Digital Media",57186,928709,English
407321,407321,CD,352,729359,English
407336,407336,CD,122653,729382,Spanish
407479,407479,CD,822453,156507,English
407576,407576,"Enhanced CD",47218,119872,English
407609,407609,CD,1,729621,English
407662,407662,CD,1422113,311224,"[Multiple languages]"
407678,407678,CD,1,729671,English
407744,407744,CD,309399,729565,English
407745,407744,CD,309399,729565,English
407806,407806,DVD,40,729783,English
407865,407865,CD,978453,729849,English
407870,407870,CD,535801,729853,English
407872,407872,CD,122653,729854,English
407885,407885,CD,1142272,729865,English
407888,407888,CD,1,729871,English
407890,407888,CD,1,729871,English
407892,407888,CD,1,729871,English
408098,408098,CD,47218,828177,English
408100,407806,CD,40,729783,English
408148,408148,CD,1433461,730123,English
408204,408204,CD,191,2455,English
408216,408216,"12" Vinyl",118442,730197,English
408221,408221,"12" Vinyl",50932,730202,English
408222,408222,"12" Vinyl",1487216,730203,English
408305,408305,CD,1,730261,English
408307,408307,CD,1,730263,English
408349,408349,"12" Vinyl",50932,730299,English
408350,408349,"12" Vinyl",50932,730299,English
408461,408461,"12" Vinyl",1046018,730399,English
408517,408518,"12" Vinyl",1,730452,English
408518,408518,"12" Vinyl",1,730452,English
408645,408645,CD,347,19215,English
408712,408712,CD,1,480383,English
409040,409040,CD,493889,765402,English
409244,409244,CD,454287,655402,English
409391,409391,CD,1,731109,English
409393,409393,CD,1,731111,English
409405,409405,"12" Vinyl",105002,731125,English
409681,409681,CD,191,5560,English
409683,409683,CD,191,5560,English
409692,409692,CD,191,19403,English
409711,409711,CD,191,19403,English
409712,409712,CD,191,19403,English
409915,409915,CD,54861,757961,English
410356,410356,CD,4475,8245,English
411027,411027,CD,11553,322868,English
411078,411078,CD,1,732507,English
411083,411078,CD,1,732507,English
411198,411198,CD,1989927,263521,"[Multiple languages]"
411443,411443,CD,1022,133358,English
411444,411444,CD,1022,133358,English
411445,411445,"12" Vinyl",1022,133358,English
411446,411446,Cassette,1022,133358,English
411447,411447,CD,1022,133358,English
411448,411448,DualDisc,1022,133358,English
411450,411450,DualDisc,1022,133358,English
411650,411650,Vinyl,9202,701492,English
411651,411651,CD,9202,701492,English
411657,411657,CD,110335,732932,English
411754,411754,"12" Vinyl",2003,77391,English
411809,411809,CD,2007,652863,English
411848,411848,CD,1691866,733058,English
411882,411882,CD,9193,38480,English
412186,412186,"Enhanced CD",47218,828177,English
412364,412364,CD,2318281,733444,English
412389,412389,CD,1060,47361,English
412409,412409,CD,46896,216986,English
412410,412409,CD,46896,216986,English
412550,412550,CD,191,15310,English
412555,412555,CD,191,1271,English
412698,403798,CD,2342087,733686,English
412708,403798,CD,2342087,733686,English
412709,403798,CD,2342087,733686,English
412791,412791,CD,117632,733755,English
412892,412892,CD,1,127515,English
413185,413185,CD,1,734049,English
413379,413379,CD,64825,655989,English
413414,413414,CD,539215,734226,English
413694,413694,CD,1,734424,English
413804,413804,CD,1,734554,English
413805,413804,CD,1,734554,English
413807,413804,CD,1,734554,English
413948,413948,CD,3972,1673699,English
414234,414234,"12" Vinyl",1053434,734879,English
414261,406006,CD,8523,15913,English
414413,414413,CD,122653,735043,English
414537,414537,CD,539827,735156,English
414538,414538,CD,539827,735156,English
414672,414672,CD,163981,735243,English
414675,414672,CD,163981,735243,English
414766,414766,CD,855665,131021,English
415044,415044,CD,35991,432587,French
415049,415044,CD,35991,432587,French
415158,415158,CD,1,735722,English
415222,415222,"7" Vinyl",1604928,735682,English
415290,415158,CD,1,735722,English
415373,415373,CD,122653,735809,English
415387,415387,CD,1,134824,English
415479,415481,CD,1,735982,German
415481,415481,CD,1,735982,German
415498,415481,CD,1,735982,German
415521,415481,CD,1,735982,German
415533,415533,CD,1,735966,English
415557,415481,CD,1,735982,German
415563,415563,CD,1549575,735989,English
415567,415567,CD,21370,157195,English
415623,415623,CD,21370,157195,English
415636,415636,CD,21370,157195,English
415645,415645,CD,1,736044,English
415790,415790,CD,1,736180,French
415791,415791,CD,1,2128740,English
415792,415790,CD,1,736180,French
415794,415790,CD,1,736180,French
415803,415791,CD,1,2128740,English
415842,415842,CD,1350384,350557,English
415955,415955,CD,987487,736304,English
416265,402355,CD,1005248,725417,English
416473,416473,CD,24018,663078,English
416652,416652,CD,973249,736856,English
416703,416703,CD,1,736910,English
416758,416759,CD,169025,736957,English
416759,416759,CD,169025,736957,English
416780,416780,CD,1181031,736975,Italian
416843,416843,CD,10574,20481,English
416916,416916,CD,1,737077,English
416919,416916,CD,1,737077,English
417333,417333,"12" Vinyl",142665,496478,"[Multiple languages]"
417355,417355,"12" Vinyl",1078709,737456,English
417356,417356,"12" Vinyl",56990,737457,English
417682,417682,CD,1352,38817,English
417683,417683,"12" Vinyl",1352,38817,English
417709,194587,DVD,93,131017,English
417819,417819,HDCD,3088,236933,English
417937,417937,"8cm CD",830742,737920,Japanese
418005,418005,CD,994,737989,English
418044,418044,CD,2105,63187,English
418107,418107,CD,1374,331998,English
418119,418119,CD,1374,331998,English
418512,418512,CD,464,19433,English
418513,418513,CD,464,19433,English
418514,418514,CD,464,19433,English
418515,418515,CD,464,19433,English
418613,418613,CD,12150,35192,English
419068,419068,CD,1773,101291,English
419075,419075,CD,53798,532630,English
419126,419126,CD,347,711036,English
419248,419248,CD,1,103977,English
419279,419279,"12" Vinyl",12779,739039,English
419387,419387,"Copy Control CD",40269,207988,English
419405,419405,CD,93,739152,English
419537,419537,CD,51681,162061,English
419581,419581,CD,40050,739516,English
419586,419581,CD,40050,739516,English
419593,419581,CD,40050,739516,English
419596,419581,CD,40050,739516,English
419602,419581,CD,40050,739516,English
419620,419581,CD,40050,739516,English
419622,419581,CD,40050,739516,English
419625,419581,CD,40050,739516,English
419627,419581,CD,40050,739516,English
419629,419581,CD,40050,739516,English
419710,419710,CD,32377,548622,English
419773,419581,CD,40050,739516,English
419783,419581,CD,40050,739516,English
419787,419581,CD,40050,739516,English
419803,419581,CD,40050,739516,English
419804,419581,CD,40050,739516,English
419814,419581,CD,40050,739516,English
419823,419581,CD,40050,739516,English
419867,419867,CD,515182,739563,English
419935,419935,CD,959366,739646,"[Multiple languages]"
420077,420077,CD,1,739752,English
420519,420519,CD,11783,115057,English
420525,420525,CD,11783,333806,English
420671,420671,"Enhanced CD",292299,654494,English
420947,420947,CD,191,19403,English
420968,420968,CD,515182,739563,English
420969,420969,CD,515182,739563,English
421112,421112,CD,9698,127739,English
421131,421131,CD,349,63117,English
421648,421648,CD,1435,37897,English
421685,421685,CD,1,741029,German
421688,421685,CD,1,741029,German
421692,421692,CD,1,741036,German
422398,422398,CD,1120437,741656,English
422814,422814,CD,2483,742108,English
422857,422857,"12" Vinyl",3195,742165,Portuguese
422900,422900,CD,510,116025,English
422915,422915,CD,373,116085,English
423475,423475,CD,1,742648,English
423585,423585,CD,1,35112,English
423607,423607,CD,22460,37371,English
423608,423608,CD,22460,37371,English
423706,423706,CD,51222,742867,English
423772,423772,CD,2113438,156261,English
424045,424045,CD,1299384,33341,English
424073,424073,CD,1,563311,English
424074,424073,CD,1,563311,English
424075,424073,CD,1,563311,English
424191,424191,CD,317,30968,English
424334,424334,"Digital Media",807984,743382,English
424427,424427,"Digital Media",870889,743442,English
424587,424587,CD,1224,63391,English
424621,424621,CD,1653501,803413,"[Multiple languages]"
424634,424634,CD,997195,743609,English
424640,424634,CD,997195,743609,English
424718,424718,CD,1058015,743663,English
424835,424835,"12" Vinyl",38843,212874,English
424859,424859,CD,813,81660,English
424865,424865,CD,1857,5524,English
424883,424883,CD,1,252613,English
424900,424900,CD,9698,127739,English
424907,424907,CD,1,743812,English
425035,425035,CD,362144,743916,English
425036,425036,CD,362144,743916,English
425037,425037,Vinyl,362144,743916,English
425038,425038,Vinyl,362144,743916,English
425279,425279,CD,1130338,744142,English
425466,425466,CD,1,744325,English
425569,425569,CD,1448274,496204,English
425615,425615,CD,1,546013,English
425667,425667,CD,1256967,744513,English
425755,425755,CD,144402,744569,English
425758,425758,"7" Vinyl",144402,744569,English
425760,425760,"12" Vinyl",144402,744569,English
425867,425867,CD,115632,282245,English
425977,425980,CD,1,744758,"[Multiple languages]"
425980,425980,CD,1,744758,"[Multiple languages]"
426106,426106,"12" Vinyl",1035941,744862,English
426107,426107,"12" Vinyl",1654710,744863,English
426341,426341,CD,547684,745043,English
426363,426363,CD,10302,803207,English
426570,426570,CD,1,745254,English
426598,426598,CD,489,745278,English
426750,426750,CD,35499,144263,English
427175,427175,CD,1,745744,English
427179,427175,CD,1,745744,English
427185,427175,CD,1,745744,English
427192,427175,CD,1,745744,English
427199,427175,CD,1,745744,English
427205,427175,CD,1,745744,English
427210,427175,CD,1,745744,English
427213,427175,CD,1,745744,English
427216,427216,CD,1,745792,English
427224,427175,CD,1,745744,English
427228,427175,CD,1,745744,English
427237,427237,CD,489983,746114,English
427274,427274,CD,1,576563,English
427395,427395,Vinyl,1037,41362,English
427501,57197,CD,1,250728,English
427701,427701,CD,44172,346690,English
427707,427237,CD,489983,746114,English
428066,428066,CD,91133,746468,English
428108,428108,"12" Vinyl",1074026,746502,English
428117,428117,"12" Vinyl",1074026,746507,English
428228,428228,CD,47532,746602,English
428290,428290,CD,44318,746663,English
428485,428485,CD,1431510,115195,"[Multiple languages]"
429069,429069,CD,172991,378275,Japanese
429119,429119,CD,191042,747350,English
429246,429246,CD,12153,662410,English
429252,429252,CD,1,747443,Dutch
429273,429273,CD,1,747462,"[Multiple languages]"
429291,429293,CD,986125,395228,"[Multiple languages]"
429293,429293,CD,986125,395228,"[Multiple languages]"
429306,749290,CD,1,225991,English
429312,749290,CD,1,225991,English
429541,429541,CD,1,99046,English
429546,429546,CD,48504,670373,English
429777,429777,CD,1,926170,English
429792,429792,CD,1,747881,English
429820,429820,CD,42513,472364,English
430046,430046,CD,1,216346,English
430310,430310,CD,847840,748260,English
430353,430353,CD,1,748307,English
430518,430518,CD,1374,331998,English
430530,430530,CD,1374,53297,English
430550,430550,"12" Vinyl",817,99630,English
430551,430551,CD,817,99630,English
430594,430594,CD,2292,1093639,English
430596,430596,CD,6999,153958,English
430742,430742,CD,1,748591,Dutch
430800,430742,CD,1,748591,Dutch
430873,430873,CD,1,811215,English
430879,430873,CD,1,811215,English
431041,431041,CD,2069442,748832,English
431072,431072,CD,1,748849,"[Multiple languages]"
431082,431082,CD,1,748855,"[Multiple languages]"
431172,431172,CD,1,678210,English
431173,431172,CD,1,678210,English
431255,431255,Cassette,1162,127464,English
431256,431256,"12" Vinyl",1162,127464,English
431311,431311,CD,1013683,149994,"[Multiple languages]"
431314,431314,CD,1152955,749031,"[Multiple languages]"
431355,431355,"12" Vinyl",59514,749050,English
431441,431441,CD,15263,443532,English
431598,431598,"12" Vinyl",918,62018,English
431683,431683,CD,1,749353,"[Multiple languages]"
431927,431927,CD,1,749523,"[Multiple languages]"
432088,432088,CD,1,749645,English
432178,432222,CD,1,749759,English
432198,432222,CD,1,749759,English
432211,432222,CD,1,749759,English
432222,432222,CD,1,749759,English
432257,432257,CD,191,36665,English
