id,release,format,artist_credit,release_group,language
1699788,1612652,CD,36114,1530218,English
1699789,1612652,CD,36114,1530218,English
1699876,1612652,CD,36114,1530218,English
1700096,1615713,"12" Vinyl",1469738,1499982,English
1700097,1615713,"12" Vinyl",1469738,1499982,English
1700098,1615713,CD,1469738,1499982,English
1700201,1615804,CD,48504,220567,English
1700220,1612652,CD,36114,1530218,English
1700221,1612652,CD,36114,1530218,English
1700222,1612652,CD,36114,1530218,English
1700223,1612652,CD,36114,1530218,English
1700224,1612652,CD,36114,1530218,English
1700225,1612652,CD,36114,1530218,English
1700226,1612652,CD,36114,1530218,English
1700268,1615860,"12" Vinyl",122653,1532761,"[Multiple languages]"
1700295,1615884,CD,11300,1643737,English
1700438,1615991,CD,15739,76466,English
1700455,1616009,CD,153399,360965,Portuguese
1700508,1612652,CD,36114,1530218,English
1700509,1612652,CD,36114,1530218,English
1700741,1612652,CD,36114,1530218,English
1700742,1612652,CD,36114,1530218,English
1700764,1616271,CD,994340,187138,"[Multiple languages]"
1700765,1616271,DVD-Video,994340,187138,"[Multiple languages]"
1700839,1612652,CD,36114,1530218,English
1700887,1616368,CD,3527,1533134,English
1700948,1612652,CD,36114,1530218,English
1700958,1616435,CD,1489140,1533171,"[Multiple languages]"
1701122,1616435,CD,1489140,1533171,"[Multiple languages]"
1701296,1612652,CD,36114,1530218,English
1701297,1612652,CD,36114,1530218,English
1701360,1616435,CD,1489140,1533171,"[Multiple languages]"
1701368,1616816,CD,1769257,57633,English
1701431,1616435,CD,1489140,1533171,"[Multiple languages]"
1701432,1616435,CD,1489140,1533171,"[Multiple languages]"
1701457,1612652,CD,36114,1530218,English
1701458,1612652,CD,36114,1530218,English
1701465,1616905,"12" Vinyl",18,79393,English
1701533,1616962,"12" Vinyl",18,179630,English
1701600,1617025,CD,362053,1346693,English
1701601,1617025,CD,362053,1346693,English
1701675,1617088,CD,357994,1533663,English
1701715,1612652,CD,36114,1530218,English
1701716,1612652,CD,36114,1530218,English
1701891,1617271,CD,191,94706,English
1701912,1617291,CD,42495,1533817,"[Multiple languages]"
1701916,1616435,CD,1489140,1533171,"[Multiple languages]"
1701917,1616435,CD,1489140,1533171,"[Multiple languages]"
1702252,1616435,CD,1489140,1533171,"[Multiple languages]"
1702253,1616435,CD,1489140,1533171,"[Multiple languages]"
1702254,1616435,CD,1489140,1533171,"[Multiple languages]"
1702985,1618266,"Digital Media",728173,971409,Japanese
1703368,1612652,CD,36114,1530218,English
1703406,1612652,CD,36114,1530218,English
1703466,1612652,CD,36114,1530218,English
1703471,1616435,CD,1489140,1533171,"[Multiple languages]"
1703472,1616435,CD,1489140,1533171,"[Multiple languages]"
1703473,1616435,CD,1489140,1533171,"[Multiple languages]"
1703501,1616435,CD,1489140,1533171,"[Multiple languages]"
1703502,1616435,CD,1489140,1533171,"[Multiple languages]"
1703503,1616435,CD,1489140,1533171,"[Multiple languages]"
1703504,1616435,CD,1489140,1533171,"[Multiple languages]"
1703527,1616435,CD,1489140,1533171,"[Multiple languages]"
1703528,1616435,CD,1489140,1533171,"[Multiple languages]"
1703529,1616435,CD,1489140,1533171,"[Multiple languages]"
1703530,1616435,CD,1489140,1533171,"[Multiple languages]"
1703573,1612652,CD,36114,1530218,English
1703574,1612652,CD,36114,1530218,English
1703575,1612652,CD,36114,1530218,English
1703576,1612652,CD,36114,1530218,English
1703577,1612652,CD,36114,1530218,English
1703578,1612652,CD,36114,1530218,English
1703579,1612652,CD,36114,1530218,English
1703582,1612652,CD,36114,1530218,English
1703583,1612652,CD,36114,1530218,English
1703584,1612652,CD,36114,1530218,English
1703585,1612652,CD,36114,1530218,English
1703586,1612652,CD,36114,1530218,English
1703587,1612652,CD,36114,1530218,English
1703588,1612652,CD,36114,1530218,English
1703589,1612652,CD,36114,1530218,English
1703590,1612652,CD,36114,1530218,English
1703591,1612652,CD,36114,1530218,English
1703592,1612652,CD,36114,1530218,English
1703754,1618920,Blu-ray,1298824,1535212,English
1703947,1619084,CD,1489851,1535353,"[Multiple languages]"
1703948,1619084,CD,1489851,1535353,"[Multiple languages]"
1703979,1619112,"Enhanced CD",1298824,940822,English
1704635,1619684,CD,1492257,1535869,English
1704678,1619722,"Hybrid SACD",48937,1499565,English
1704679,1619722,"Hybrid SACD",48937,1499565,English
1704731,1619767,"Hybrid SACD",1035263,931000,English
1704945,1619952,"Enhanced CD",44160,160140,English
1704979,1619984,CD,110007,403938,English
1705300,1620279,CD,1298824,1536371,Japanese
1705301,1620279,CD,1298824,1536371,Japanese
1705302,1620279,CD,1298824,1536371,Japanese
1705791,1620709,Cassette,1298824,1536725,English
1705952,1620858,"Digital Media",545772,1536851,English
1706081,1620969,CD,858004,1536934,English
1707029,1621847,CD,752766,1537662,English
1707077,1621888,CD,1298824,1537695,English
1707078,1621888,CD,1298824,1537695,English
1707079,1621888,CD,1298824,1537695,English
1707080,1621888,CD,1298824,1537695,English
1707104,1621905,CD,1298824,1537708,French
1707197,1621988,CD,9350,1511234,English
1707295,1622070,"12" Vinyl",1180243,1279417,English
1707347,1622115,"12" Vinyl",347,19124,English
1707500,1622232,"Digital Media",1298824,1537961,"[Multiple languages]"
1707528,538560,CD,1494830,837992,English
1707603,1621905,CD,1298824,1537708,French
1708558,1623147,CD,1298824,1538706,German
1709697,1624162,CD,1298824,1539513,English
1709699,1624162,CD,1298824,1539513,English
1709918,1624358,CD,1500701,1539678,English
1710160,1624579,CD,1298824,1539869,English
1710161,1624579,CD,1298824,1539869,English
1710338,1624732,CD,863253,1539996,English
1710766,1625125,CD,422310,448562,English
1710780,998452,CD,1170864,711653,English
1710781,998452,CD,1170864,711653,English
1710782,998452,CD,1170864,711653,English
1710783,998452,CD,1170864,711653,English
1710784,998452,CD,1170864,711653,English
1710818,1625167,"12" Vinyl",1497985,1540368,English
1710819,1625167,"12" Vinyl",1497985,1540368,English
1710820,1625167,"12" Vinyl",1497985,1540368,English
1710821,1625167,"12" Vinyl",1497985,1540368,English
1710822,1625167,"12" Vinyl",1497985,1540368,English
1710823,1625167,"12" Vinyl",1497985,1540368,English
1710824,1625167,"12" Vinyl",1497985,1540368,English
1710825,1625167,"12" Vinyl",1497985,1540368,English
1710826,1625167,"12" Vinyl",1497985,1540368,English
1711581,1625856,Cassette,1498674,1540926,English
1711587,1625862,CD,1498677,1540932,English
1711628,1625900,CD,1498773,1540966,"[Multiple languages]"
1711629,1625900,CD,1498773,1540966,"[Multiple languages]"
1712035,1626269,CD,1298824,1541270,"[Multiple languages]"
1712093,1446469,DVD-Video,387,562820,English
1712102,1626330,CD,1516735,915609,English
1712111,1626339,CD,1454175,1509479,English
1712321,1626520,CD,191,19403,English
1712428,1626618,CD,5568,576852,English
1712549,1626727,"Digital Media",461247,833607,English
1712760,1626926,CD,1460,87378,English
1712885,395911,CD,1170852,720101,English
1712888,395911,CD,1170852,720101,English
1712889,395911,CD,1170852,720101,English
1712890,395911,CD,1170852,720101,English
1712937,1627089,"Hybrid SACD",2157772,1541928,English
1713290,1627407,CD,1298824,1542175,English
1713291,1627407,CD,1298824,1542175,English
1713292,1627407,CD,1298824,1542175,English
1713468,1627549,CD,1678362,1542288,English
1713517,1627588,CD,42495,1542311,English
1713629,1627695,CD,5382,888431,English
1713655,1627719,CD,1298824,1542408,English
1713878,1627926,CD,2341707,1542577,English
1714607,1628593,"10" Vinyl",1475936,1525163,English
1714608,1628593,"10" Vinyl",1475936,1525163,English
1714609,1628593,"10" Vinyl",1475936,1525163,English
1714610,1628593,"10" Vinyl",1475936,1525163,English
1714611,1628593,"10" Vinyl",1475936,1525163,English
1714612,1628593,"10" Vinyl",1475936,1525163,English
1714613,1628593,CD,1475936,1525163,English
1714727,1628701,CD,1298824,1543189,"[Multiple languages]"
1714728,1628701,CD,1298824,1543189,"[Multiple languages]"
1714729,1628701,CD,1298824,1543189,"[Multiple languages]"
1714730,1628701,CD,1298824,1543189,"[Multiple languages]"
1714731,1628701,CD,1298824,1543189,"[Multiple languages]"
1714732,1628701,CD,1298824,1543189,"[Multiple languages]"
1714733,1628701,CD,1298824,1543189,"[Multiple languages]"
1714734,1628701,CD,1298824,1543189,"[Multiple languages]"
1714735,1628701,CD,1298824,1543189,"[Multiple languages]"
1714736,1628701,CD,1298824,1543189,"[Multiple languages]"
1714737,1628701,CD,1298824,1543189,"[Multiple languages]"
1714738,1628701,CD,1298824,1543189,"[Multiple languages]"
1714739,1628701,CD,1298824,1543189,"[Multiple languages]"
1714740,1628701,CD,1298824,1543189,"[Multiple languages]"
1714741,1628701,CD,1298824,1543189,"[Multiple languages]"
1714742,1628701,CD,1298824,1543189,"[Multiple languages]"
1714743,1628701,CD,1298824,1543189,"[Multiple languages]"
1714744,1628701,CD,1298824,1543189,"[Multiple languages]"
1714745,1628701,CD,1298824,1543189,"[Multiple languages]"
1714746,1628701,CD,1298824,1543189,"[Multiple languages]"
1714747,1628701,CD,1298824,1543189,"[Multiple languages]"
1714748,1628701,CD,1298824,1543189,"[Multiple languages]"
1714749,1628701,CD,1298824,1543189,"[Multiple languages]"
1714750,1628701,CD,1298824,1543189,"[Multiple languages]"
1714751,1628701,CD,1298824,1543189,"[Multiple languages]"
1714752,1628701,CD,1298824,1543189,"[Multiple languages]"
1714753,1628701,CD,1298824,1543189,"[Multiple languages]"
1714754,1628701,CD,1298824,1543189,"[Multiple languages]"
1714755,1628701,CD,1298824,1543189,"[Multiple languages]"
1714756,1628701,CD,1298824,1543189,"[Multiple languages]"
1714757,1628701,CD,1298824,1543189,"[Multiple languages]"
1714758,1628701,CD,1298824,1543189,"[Multiple languages]"
1714759,1628701,CD,1298824,1543189,"[Multiple languages]"
1714760,1628701,CD,1298824,1543189,"[Multiple languages]"
1714761,1628701,CD,1298824,1543189,"[Multiple languages]"
1714762,1628701,CD,1298824,1543189,"[Multiple languages]"
1714763,1628701,CD,1298824,1543189,"[Multiple languages]"
1714764,1628701,CD,1298824,1543189,"[Multiple languages]"
1714765,1628701,CD,1298824,1543189,"[Multiple languages]"
1714766,1628701,CD,1298824,1543189,"[Multiple languages]"
1714767,1628701,CD,1298824,1543189,"[Multiple languages]"
1714768,1628701,CD,1298824,1543189,"[Multiple languages]"
1714769,1628701,CD,1298824,1543189,"[Multiple languages]"
1714770,1628701,CD,1298824,1543189,"[Multiple languages]"
1714771,1628701,CD,1298824,1543189,"[Multiple languages]"
1714772,1628701,CD,1298824,1543189,"[Multiple languages]"
1714773,1628701,CD,1298824,1543189,"[Multiple languages]"
1714774,1628701,CD,1298824,1543189,"[Multiple languages]"
1714775,1628701,CD,1298824,1543189,"[Multiple languages]"
1714776,1628701,CD,1298824,1543189,"[Multiple languages]"
1715045,1628949,CD,397424,795850,English
1715350,1629212,"Digital Media",1180243,1279417,English
1715359,1629216,CD,1180243,1279417,English
1715370,1629226,"Digital Media",1180243,1431652,English
1715396,1629251,"Digital Media",1180243,1543603,English
1715552,1629388,CD-R,1502539,1543717,English
1715683,1629512,CD,5377,1543823,English
1716660,1630414,"Digital Media",43129,1544571,English
1717062,1630793,CD,388763,1544875,English
1717284,1630997,CD,1516673,1545033,English
1717411,1631116,CD,1523668,1545132,"[Multiple languages]"
1717607,134816,"Hybrid SACD",1338,503203,English
1717793,1631442,CD,1286828,1515645,English
1718003,1631631,CD,549575,1369073,English
1718040,1631665,CD,2113168,1545525,English
1718041,1631665,CD,2113168,1545525,English
1718253,1631842,CD,1505302,1545664,"[Multiple languages]"
1718352,324420,DVD,1505369,699550,English
1718365,1631944,"Digital Media",1298824,1545740,"[Multiple languages]"
1718456,1632028,CD,16359,31511,English
1718457,1632029,"Enhanced CD",1769257,430853,English
1718590,1632150,"Digital Media",167,1545888,English
1718594,1632154,HDCD,1528,1545890,English
1718595,1632154,HDCD,1528,1545890,English
1718596,1632154,HDCD,1528,1545890,English
1718685,1632233,"Digital Media",946,1545946,English
1718700,1632248,"Digital Media",946,1545959,English
1718730,1632278,"Digital Media",805648,1545985,English
1718742,1632290,"Digital Media",262731,1545994,English
1718757,1632305,"Digital Media",1505910,1546007,English
1718928,1632458,CD,11827,1546134,Japanese
1718979,1632506,HDCD,1528,1546172,English
1718980,1632506,HDCD,1528,1546172,English
1718981,1632506,HDCD,1528,1546172,English
1719406,1632896,CD,64825,1065822,English
1719783,1633228,CD,1298824,1546618,English
1719784,1633228,CD,1298824,1546618,English
1720224,1633624,CD,1234915,121882,English
1720257,1633647,CD,36553,112100,English
1720743,1634069,CD,109991,1547250,English
1722194,1635370,CD,12103,326226,English
1722548,1635686,"DTS CD",187823,266736,English
1722631,1635757,CD,1509671,1548550,German
1722752,1635870,"12" Vinyl",1509750,750261,English
1722767,1635885,"Hybrid SACD",1517764,1548658,English
1723034,1636111,CD,1298824,1548838,English
1723035,1636111,CD,1298824,1548838,English
1723447,1636488,Cassette,360,39246,English
1724250,1637206,CD,35299,169888,English
1724520,1637465,CD,1142984,1358616,English
1724621,1637554,CD,324,93464,English
1725256,1638089,"Digital Media",57186,1550395,English
1725259,1638092,Other,1298824,1550360,English
1725471,1638280,"12" Vinyl",1201633,511444,English
1725546,1638353,CD,998130,315962,English
1725580,1638384,CD,554336,1519523,English
1725732,1638522,CD,1512996,1550733,English
1726060,1638821,"Digital Media",946,1550996,English
1726113,1638871,CD,431236,1551037,English
1726336,1639078,"Hybrid SACD",1331494,1551196,"[Multiple languages]"
1726855,1639555,CD,1514136,1551597,"[Multiple languages]"
1726887,1639578,CD,1298824,1551610,English
1727173,1639825,CD,1514388,1551822,"[Multiple languages]"
1727508,1640120,CD,1298824,1552073,English
1727509,1640120,CD,1298824,1552073,English
1727510,1640120,CD,1298824,1552073,English
1727511,1640120,CD,1298824,1552073,English
1727713,1640276,CD,37740,1552201,English
1727714,1640276,CD,37740,1552201,English
1727715,1640276,CD,37740,1552201,English
1727754,1640308,CD,1830,1552227,English
1728082,1640595,CD,235562,1552456,Japanese
1728123,1640634,CD,1515955,1552484,English
1728124,1640634,CD,1515955,1552484,English
1728125,1640634,CD,1515955,1552484,English
1728126,1640634,CD,1515955,1552484,English
1728127,1640634,CD,1515955,1552484,English
1728469,1640906,CD,1298824,1552694,English
1728545,879967,CD,125789,1046045,"[Multiple languages]"
1728556,879967,CD,125789,1046045,"[Multiple languages]"
1728664,1641078,CD,1172656,1552829,"[Multiple languages]"
1728674,1641078,CD,1172656,1552829,"[Multiple languages]"
1728836,1641078,CD,1172656,1552829,"[Multiple languages]"
1728837,1641078,CD,1172656,1552829,"[Multiple languages]"
1728838,1641078,CD,1172656,1552829,"[Multiple languages]"
1728839,1641078,CD,1172656,1552829,"[Multiple languages]"
1728884,1641078,CD,1172656,1552829,"[Multiple languages]"
1728911,1641287,CD,1298824,1552987,English
1728927,1641302,CD,1298824,1552999,"[Multiple languages]"
1729081,1641302,CD,1298824,1552999,"[Multiple languages]"
1729085,1641078,CD,1172656,1552829,"[Multiple languages]"
1729092,1641078,CD,1172656,1552829,"[Multiple languages]"
1729506,1641800,"Enhanced CD",93,131017,English
1729507,1641800,DVD-Video,93,131017,English
1729508,1641078,CD,1172656,1552829,"[Multiple languages]"
1729509,1641078,CD,1172656,1552829,"[Multiple languages]"
1729510,1641078,CD,1172656,1552829,"[Multiple languages]"
1729545,1641078,CD,1172656,1552829,"[Multiple languages]"
1729546,1641078,CD,1172656,1552829,"[Multiple languages]"
1729547,1641078,CD,1172656,1552829,"[Multiple languages]"
1729618,1641078,CD,1172656,1552829,"[Multiple languages]"
1729619,1641078,CD,1172656,1552829,"[Multiple languages]"
1729620,1641078,CD,1172656,1552829,"[Multiple languages]"
1729621,1641078,CD,1172656,1552829,"[Multiple languages]"
1729622,1641078,CD,1172656,1552829,"[Multiple languages]"
1729628,1641078,CD,1172656,1552829,"[Multiple languages]"
1729629,1641078,CD,1172656,1552829,"[Multiple languages]"
1729630,1641078,CD,1172656,1552829,"[Multiple languages]"
1729656,1641924,"Digital Media",177,1056386,English
1729916,1642164,CD,1084647,1553693,"[Multiple languages]"
1729917,1642164,CD,1084647,1553693,"[Multiple languages]"
1729928,1642164,CD,1084647,1553693,"[Multiple languages]"
1729929,1642164,CD,1084647,1553693,"[Multiple languages]"
1730046,1642272,"12" Vinyl",1047854,113388,English
1730047,1642272,"12" Vinyl",1047854,113388,English
1730048,1642272,"12" Vinyl",1047854,113388,English
1730100,1642311,"Digital Media",9298,1553804,English
1730128,1642337,CD,1517111,1553820,"[Multiple languages]"
1730259,879967,CD,125789,1046045,"[Multiple languages]"
1730260,879967,CD,125789,1046045,"[Multiple languages]"
1730418,879967,CD,125789,1046045,"[Multiple languages]"
1730419,879967,CD,125789,1046045,"[Multiple languages]"
1730427,879967,CD,125789,1046045,"[Multiple languages]"
1730428,879967,CD,125789,1046045,"[Multiple languages]"
1730448,1642608,CD,851190,1554032,English
1730449,1642608,CD,851190,1554032,English
1730450,1642608,CD,851190,1554032,English
1730451,1642608,CD,851190,1554032,English
1730452,1642608,CD,851190,1554032,English
1730453,1642608,CD,851190,1554032,English
1730454,1642608,CD,851190,1554032,English
1730455,1642608,CD,851190,1554032,English
1730456,1642608,CD,851190,1554032,English
1730457,1642608,CD,851190,1554032,English
1730458,1642608,CD,851190,1554032,English
1730459,1642608,CD,851190,1554032,English
1730460,1642608,CD,851190,1554032,English
1730461,1642608,CD,851190,1554032,English
1730462,1642608,CD,851190,1554032,English
1730463,1642608,CD,851190,1554032,English
1730464,1642608,CD,851190,1554032,English
1730465,1642608,CD,851190,1554032,English
1730466,1642608,CD,851190,1554032,English
1730467,1642608,CD,851190,1554032,English
1730468,1642608,CD,851190,1554032,English
1730469,1642608,CD,851190,1554032,English
1730470,1642608,CD,851190,1554032,English
1730471,1642608,CD,851190,1554032,English
1730472,1642608,CD,851190,1554032,English
1730473,1642608,CD,851190,1554032,English
1730474,1642608,CD,851190,1554032,English
1730475,1642608,CD,851190,1554032,English
1730476,1642608,CD,851190,1554032,English
1730477,1642608,CD,851190,1554032,English
1730478,1642608,CD,851190,1554032,English
1730479,1642608,CD,851190,1554032,English
1730480,1642608,CD,851190,1554032,English
1730481,1642608,CD,851190,1554032,English
1730482,1642608,CD,851190,1554032,English
1730483,1642608,CD,851190,1554032,English
1730484,1642608,CD,851190,1554032,English
1730485,1642608,CD,851190,1554032,English
1730486,1642608,CD,851190,1554032,English
1730487,1642608,CD,851190,1554032,English
1730488,1642608,CD,851190,1554032,English
1730489,1642608,CD,851190,1554032,English
1730490,1642608,CD,851190,1554032,English
1730491,1642608,CD,851190,1554032,English
1730492,1642608,CD,851190,1554032,English
1730493,1642608,CD,851190,1554032,English
1730494,1642608,CD,851190,1554032,English
1730495,1642608,CD,851190,1554032,English
1730496,1642608,CD,851190,1554032,English
1730497,1642608,CD,851190,1554032,English
1730498,1642608,CD,851190,1554032,English
1730583,1642689,CD,11687,97264,English
1730866,1642947,CD,251839,1459328,English
1731009,1643077,CD,1443,53988,English
1731024,1643092,"Digital Media",1091,1554420,English
1731412,854203,CD,1287833,932886,English
1731413,854203,CD,1287833,932886,English
1731414,854203,CD,1287833,932886,English
1731415,854203,CD,1287833,932886,English
1731416,854203,CD,1287833,932886,English
1731417,854203,CD,1287833,932886,English
1731418,854203,CD,1287833,932886,English
1731419,854203,CD,1287833,932886,English
1731420,854203,CD,1287833,932886,English
1731707,1642164,CD,1084647,1553693,"[Multiple languages]"
1731708,1642164,CD,1084647,1553693,"[Multiple languages]"
1731709,1642164,CD,1084647,1553693,"[Multiple languages]"
1731710,1642164,CD,1084647,1553693,"[Multiple languages]"
1731711,1642164,CD,1084647,1553693,"[Multiple languages]"
1731756,1643676,CD,10239,1554861,German
1731757,1643677,CD,2591,1502783,English
1731816,1643728,CD,1013926,1253962,English
1732032,1642164,CD,1084647,1553693,"[Multiple languages]"
1732174,1642164,CD,1084647,1553693,"[Multiple languages]"
1732202,1644061,CD,112394,1554424,English
1732215,1642164,CD,1084647,1553693,"[Multiple languages]"
1732216,1642164,CD,1084647,1553693,"[Multiple languages]"
1732222,1642164,CD,1084647,1553693,"[Multiple languages]"
1732223,1642164,CD,1084647,1553693,"[Multiple languages]"
1732224,1642164,CD,1084647,1553693,"[Multiple languages]"
1732312,1644154,CD,1519210,1555249,"[Multiple languages]"
1732327,1644168,CD,1523162,1555259,German
1732396,1644154,CD,1519210,1555249,"[Multiple languages]"
1732397,1644154,CD,1519210,1555249,"[Multiple languages]"
1732420,1644251,"Hybrid SACD",1519295,1555315,"[Multiple languages]"
1732425,1644251,"Hybrid SACD",1519295,1555315,"[Multiple languages]"
1732565,1644375,HDCD,1528,1056465,English
1732566,1644375,HDCD,1528,1056465,English
1732567,1644375,HDCD,1528,1056465,English
1732568,1644375,HDCD,1528,1056465,English
1732569,1644375,HDCD,1528,1056465,English
1732570,1644375,HDCD,1528,1056465,English
1732571,1644375,HDCD,1528,1056465,English
1732572,1644375,HDCD,1528,1056465,English
1732573,1644375,HDCD,1528,1056465,English
1732574,1644375,HDCD,1528,1056465,English
1732575,1644375,HDCD,1528,1056465,English
1732576,1644375,HDCD,1528,1056465,English
1732630,1642164,CD,1084647,1553693,"[Multiple languages]"
1732631,1642164,CD,1084647,1553693,"[Multiple languages]"
1732632,1642164,CD,1084647,1553693,"[Multiple languages]"
1732633,1642164,CD,1084647,1553693,"[Multiple languages]"
1733192,1644907,CD,1528,1555818,English
1733305,1645009,CD,1298824,1555900,English
1733386,1645087,CD,238351,1555972,"[Multiple languages]"
1733387,1645087,CD,238351,1555972,"[Multiple languages]"
1733388,1645087,CD,238351,1555972,"[Multiple languages]"
1733389,1645087,CD,238351,1555972,"[Multiple languages]"
1733390,1645087,CD,238351,1555972,"[Multiple languages]"
1733391,1645087,CD,238351,1555972,"[Multiple languages]"
1733392,1645087,CD,238351,1555972,"[Multiple languages]"
1733393,1645087,CD,238351,1555972,"[Multiple languages]"
1733394,1645087,CD,238351,1555972,"[Multiple languages]"
1733395,1645087,CD,238351,1555972,"[Multiple languages]"
1733396,1645087,CD,238351,1555972,"[Multiple languages]"
1733397,1645087,CD,238351,1555972,"[Multiple languages]"
1733398,1645087,CD,238351,1555972,"[Multiple languages]"
1733399,1645087,CD,238351,1555972,"[Multiple languages]"
1733400,1645087,CD,238351,1555972,"[Multiple languages]"
1733401,1645087,CD,238351,1555972,"[Multiple languages]"
1733402,1645087,CD,238351,1555972,"[Multiple languages]"
1733403,1645087,CD,238351,1555972,"[Multiple languages]"
1733404,1645087,CD,238351,1555972,"[Multiple languages]"
1733405,1645087,CD,238351,1555972,"[Multiple languages]"
1733406,1645087,CD,238351,1555972,"[Multiple languages]"
1733407,1645087,CD,238351,1555972,"[Multiple languages]"
1733408,1645087,CD,238351,1555972,"[Multiple languages]"
1733409,1645087,CD,238351,1555972,"[Multiple languages]"
1733410,1645087,CD,238351,1555972,"[Multiple languages]"
1733411,1645087,CD,238351,1555972,"[Multiple languages]"
1733412,1645087,CD,238351,1555972,"[Multiple languages]"
1733413,1645087,CD,238351,1555972,"[Multiple languages]"
1733414,1645087,CD,238351,1555972,"[Multiple languages]"
1733415,1645087,CD,238351,1555972,"[Multiple languages]"
1733416,1645087,CD,238351,1555972,"[Multiple languages]"
1733417,1645087,CD,238351,1555972,"[Multiple languages]"
1733418,1645087,CD,238351,1555972,"[Multiple languages]"
1733419,1645087,CD,238351,1555972,"[Multiple languages]"
1733420,1645087,CD,238351,1555972,"[Multiple languages]"
1733421,1645087,CD,238351,1555972,"[Multiple languages]"
1733422,1645087,CD,238351,1555972,"[Multiple languages]"
1733423,1645087,CD,238351,1555972,"[Multiple languages]"
1733424,1645087,CD,238351,1555972,"[Multiple languages]"
1733425,1645087,CD,238351,1555972,"[Multiple languages]"
1733426,1645087,CD,238351,1555972,"[Multiple languages]"
1733427,1645087,CD,238351,1555972,"[Multiple languages]"
1733428,1645087,CD,238351,1555972,"[Multiple languages]"
1733429,1645087,CD,238351,1555972,"[Multiple languages]"
1733430,1645087,CD,238351,1555972,"[Multiple languages]"
1733431,1645087,CD,238351,1555972,"[Multiple languages]"
1733432,1645087,CD,238351,1555972,"[Multiple languages]"
1733433,1645087,CD,238351,1555972,"[Multiple languages]"
1733434,1645087,CD,238351,1555972,"[Multiple languages]"
1733435,1645087,CD,238351,1555972,"[Multiple languages]"
1733473,1645124,"12" Vinyl",40154,1556000,English
1733664,1645293,CD,1520973,1556147,English
1733977,1642164,CD,1084647,1553693,"[Multiple languages]"
1733978,1642164,CD,1084647,1553693,"[Multiple languages]"
1733979,1642164,CD,1084647,1553693,"[Multiple languages]"
1733998,1642164,CD,1084647,1553693,"[Multiple languages]"
1733999,1642164,CD,1084647,1553693,"[Multiple languages]"
1734000,1642164,CD,1084647,1553693,"[Multiple languages]"
1734098,1645695,CD,624088,1017469,English
1734119,879967,CD,125789,1046045,"[Multiple languages]"
1734164,879967,CD,125789,1046045,"[Multiple languages]"
1734165,879967,CD,125789,1046045,"[Multiple languages]"
1734166,879967,CD,125789,1046045,"[Multiple languages]"
1734172,879967,CD,125789,1046045,"[Multiple languages]"
1734173,879967,CD,125789,1046045,"[Multiple languages]"
1734174,879967,CD,125789,1046045,"[Multiple languages]"
1734180,879967,CD,125789,1046045,"[Multiple languages]"
1734181,879967,CD,125789,1046045,"[Multiple languages]"
1734654,1646180,CD,624088,1017469,English
1734710,1646204,CD,1521258,449902,English
1734790,1646278,CD,1374,53297,English
1734882,1646346,CD,624088,1017469,English
1734921,1646372,CD,624088,1017469,English
1734954,1646401,"12" Vinyl",624088,1017469,English
1734955,1646401,"12" Vinyl",624088,1017469,English
1734984,1646429,CD,1521614,1557068,German
1734985,1646429,CD,1521614,1557068,German
1734986,1646429,CD,1521614,1557068,German
1734987,1646429,CD,1521614,1557068,German
1735053,1646476,"12" Vinyl",387,1282323,English
1735077,1646494,CD,387,147982,English
1735107,1646511,"12" Vinyl",1521683,1557140,English
1735127,1646530,CD,1298824,1557158,"[Multiple languages]"
1735133,1646530,CD,1298824,1557158,"[Multiple languages]"
1735143,1646543,CD,624088,1017469,English
1735219,1646610,CD,1521683,1557215,English
1735269,1646656,"Digital Media",624088,1017469,English
1735271,1646658,"Digital Media",624088,1017469,English
1735284,1646671,CD,624088,1017469,English
1735315,1646701,CD,624088,1017469,English
1735411,1646793,CD,1522036,1557377,English
1735439,1646818,CD,1521985,749031,"[Multiple languages]"
1735839,1647162,CD,11214,116173,English
1735930,1647253,CD,343960,1557757,English
1736039,1647348,"Digital Media",128668,1556734,German
1736040,1647348,"Digital Media",128668,1556734,German
1736092,1647395,CD,35382,1557865,English
1736183,1646530,CD,1298824,1557158,"[Multiple languages]"
1736225,1646530,CD,1298824,1557158,"[Multiple languages]"
1736365,1647645,CD,1298824,1558058,"[Multiple languages]"
1736775,1646530,CD,1298824,1557158,"[Multiple languages]"
1736797,1648015,"12" Vinyl",1523331,765503,English
1736798,1648016,CD,1523331,765503,English
1736800,1648018,CD-R,1523333,1558361,English
1736964,1648162,"Digital Media",897793,1181819,English
1737018,1646530,CD,1298824,1557158,"[Multiple languages]"
1737019,1646530,CD,1298824,1557158,"[Multiple languages]"
1737076,1648255,CD,1523685,1558531,"[Multiple languages]"
1737114,1648290,CD,242,724150,English
1737123,1648299,CD,624088,1017469,English
1737455,1646530,CD,1298824,1557158,"[Multiple languages]"
1737456,1646530,CD,1298824,1557158,"[Multiple languages]"
1737566,1648710,CD,1060016,1199630,"[Multiple languages]"
1737567,1648711,CD,1060016,1199630,"[Multiple languages]"
1737634,1648756,CD,1298824,1558918,English
1737635,1648756,CD,1298824,1558918,English
1737636,1648756,CD,1298824,1558918,English
1737823,1648928,CD,1524409,1538185,English
1737883,1646530,CD,1298824,1557158,"[Multiple languages]"
1737884,1646530,CD,1298824,1557158,"[Multiple languages]"
